year	읍면동명	자치구	선거인수	새누리당	더불어민주당	국민의당	비율	독거노인수	유년부양비	노년부양비	노령화지수	사업체수	종사자수	사업체 창업률	기초수급자인원수	보육시설	금융기관	사업체 평균연령	장애등급별 장애인현황	인구	면적	인구밀도	소득(동별)
2016	용신동	동대문구	27097	5377	5919	2511	0.389440139	1488	10.6	20.8	196.6	5820	32819	10.34	1164	747	12	9.917	1479	33484	1.61	20798	633040.3074
2016	제기동	동대문구	22439	5013	4848	2099	0.419147157	1442	10.4	22.5	216.5	4739	11977	8.06	1074	649	9	11.75	1314	28551	1.18	24196	545346.6683
2016	청량리동	동대문구	19616	5319	4173	1554	0.481531776	1363	11.2	28	249.9	1683	8132	9.74	1250	505	5	10.833	1384	23560	1.2	19633	434915.4483
2016	회기동	동대문구	9655	1937	2951	765	0.34264992	322	9.7	13.7	141.7	988	9709	17	209	222	6	8.25	315	12587	0.76	16562	263238.8171
2016	휘경1동	동대문구	11961	2474	2657	997	0.403720627	476	8.6	17.7	206.2	1027	4606	10.22	397	371	2	9.334	616	14964	0.63	23752	326398.7642
2016	휘경2동	동대문구	19929	4428	5494	1752	0.379304437	643	14.8	16.5	111.7	1197	4977	9.02	405	687	2	9.999	860	25467	1.05	24254	496910.8839
2016	이문1동	동대문구	24353	5175	5470	2114	0.40559605	1001	9.4	17.1	182.4	1486	6849	12.25	900	547	2	8.999	1287	32045	1.04	30813	446501.3511
2016	이문2동	동대문구	17684	3900	4665	1714	0.37941434	655	16.9	19.2	113.9	729	2257	11.25	731	679	4	9.75	1031	22692	0.69	32887	419875.4859
2016	전농1동	동대문구	25078	5411	7709	0	0.41242378	1420	13.6	21.3	156.3	2178	8303	13.04	1410	633	2	8.5	1576	30779	1.21	25437	613756.786
2016	전농2동	동대문구	16612	3799	5950	0	0.389680993	527	17.3	19.7	114.2	875	4824	9.26	582	423	4	10.083	875	20793	0.86	24178	401480.1513
2016	답십리1동	동대문구	20915	4494	7017	0	0.390409174	648	16.5	17.1	103.5	2242	10402	9.9	630	858	7	10.334	958	24846	0.79	31451	590920.5177
2016	답십리2동	동대문구	23496	5424	7918	0	0.406535752	924	14.8	20.1	136.1	2055	6059	8.18	969	925	1	10.334	1439	30291	0.85	35636	600789.2594
2016	장안1동	동대문구	30890	6428	9628	0	0.400348779	913	15.1	16.6	110.1	4539	21790	11.37	903	1372	10	9.25	1552	38812	1.25	31050	776689.7121
2016	장안2동	동대문구	25288	5564	8279	0	0.401935997	748	18.9	16.9	89.7	3204	11468	12.86	721	948	3	8.167	1223	31441	1.09	28845	630217.8473
2016	노량진1동	동작구	26568	5857	5866	3861	0.375834189	941	14.1	19.4	136.9	2148	9310	12.15	570	653	5	11.25	1228	33400	1.58	21139	411804.1805
2016	노량진2동	동작구	13099	2729	2533	1778	0.387642045	671	8.1	20.9	259	1554	6340	12.29	538	233	4	12.417	646	14949	0.64	23358	176251.1282
2016	상도2동	동작구	20280	4361	4363	2958	0.373309365	951	15.9	17.1	107.2	1287	4543	13.68	378	716	4	9.75	931	27817	0.98	28385	371296.9877
2016	상도3동	동작구	21262	4046	4592	3273	0.339686005	727	13.4	18.9	141.2	946	2683	12.37	637	854	3	11.167	1132	26041	0.6	43402	329804.5872
2016	상도4동	동작구	23461	4242	4814	3152	0.347477064	1032	14.3	18	126.2	983	2910	10.48	794	921	1	11.833	1290	30501	0.75	40668	380277.5346
2016	대방동	동작구	30133	6326	6522	4716	0.360168527	990	17	15.3	89.9	1660	12152	12.47	1072	745	5	10.417	1592	40656	1.55	26230	508316.6407
2016	신대방1동	동작구	19328	4439	4095	2974	0.385731665	604	17.1	14.7	85.9	1060	4364	12.92	302	626	3	9.917	801	27939	0.62	45063	337837.8191
2016	신대방2동	동작구	16606	3614	3590	2520	0.371657754	500	19	16.8	88.3	1219	24086	12.47	327	559	7	9.583	744	21461	1.03	20836	261787.3645
2016	상도1동	동작구	37685	10017	7738	5599	0.428920099	1339	15.2	15.8	104.1	1704	8381	11.03	839	1134	5	9.917	1551	48245	1.51	31950	610980.3336
2016	흑석동	동작구	27515	7824	4873	3523	0.482367448	1129	13	19.8	151.8	1495	10142	11.77	575	878	6	10.833	1227	35115	1.68	20902	448168.4486
2016	사당1동	동작구	19920	4459	3922	3297	0.38182908	622	8.9	15.9	179.4	1845	9566	13.88	366	741	10	8.75	789	23961	0.79	30330	304896.516
2016	사당2동	동작구	24979	7181	4723	3710	0.459907775	844	14.5	19.7	135.8	1651	5818	15.02	380	607	2	8.667	906	30105	2.75	10947	359613.435
2016	사당3동	동작구	19577	5813	3455	3104	0.469851277	585	16	19.9	124.7	1005	4316	10.65	237	557	1	11.5	773	24625	0.92	26766	331888.6804
2016	사당4동	동작구	12642	3212	2392	2305	0.406119611	469	12.1	18.9	155.3	684	1738	11.26	303	457	1	10.25	538	15043	0.38	39587	188225.1908
2016	사당5동	동작구	10867	2796	2130	1776	0.417188899	347	15.5	17.2	110.6	506	1709	11.26	255	318	4	10.999	498	13389	0.57	23489	163658.1531
2016	공덕동	마포구	31165	6063	9019	1875	0.357551454	1378	12.9	17.9	139.2	2764	18875	13.35	783	725	10	9.25	1527	39705	1.01	39312	1722207.51
2016	아현동	마포구	22788	4884	7539	1139	0.360123876	527	16.9	14.3	84.9	1745	12598	12.72	472	817	8	8.583	712	26250	0.76	34539	1076978.817
2016	도화동	마포구	18992	4234	6248	1080	0.366199619	645	15.6	19.1	122.6	2012	15583	13.02	387	423	8	9.083	781	23387	0.62	37721	961268.596
2016	용강동	마포구	16684	3689	5980	838	0.351099267	623	22	15.4	69.9	2608	19216	13.69	231	436	9	8.417	599	22535	0.84	26827	950240.4958
2016	대흥동	마포구	11490	1966	3284	664	0.332431518	515	7.5	15.9	213	1583	9646	12.57	281	208	6	9	451	14223	0.88	16163	584319.6478
2016	염리동	마포구	11827	2197	3433	587	0.353385877	476	13.3	18.6	140	720	3618	15	316	318	4	9.417	442	12033	0.43	27984	574012.6157
2016	신수동	마포구	16229	3406	5455	883	0.34954844	527	16.5	17.2	103.7	1174	5334	14.82	253	496	1	8.917	712	22093	0.78	28324	954948.6463
2016	서강동	마포구	20777	4363	5515	1835	0.372492103	535	15.1	13.5	89	1699	11958	17.36	215	772	4	6.583	712	26362	1.45	18181	1112989.805
2016	서교동	마포구	23015	3979	5749	1869	0.343105976	614	8.6	14.4	167.7	9536	62203	17.71	279	451	23	6.167	744	27798	1.65	16847	1107221.261
2016	합정동	마포구	15918	2996	3785	1348	0.368557018	525	13.6	15.4	112.9	2049	14716	16.4	362	391	4	7.25	594	20272	1.69	11995	813322.3902
2016	망원1동	마포구	18564	3353	4216	1766	0.35918586	720	12.7	17.9	140.1	1771	4705	13.44	598	584	2	9.334	852	22292	1.14	19554	932934.8617
2016	망원2동	마포구	16301	3334	3840	1666	0.377149321	492	16.9	17.6	104	1362	5226	14.98	383	662	3	8.583	812	20494	0.67	30588	817351.8884
2016	연남동	마포구	15406	2869	3855	1327	0.356353248	462	10.1	16.3	162.1	1506	5926	20.45	210	467	1	6.5	575	18592	0.65	28603	723231.2947
2016	성산1동	마포구	16797	2916	3818	1536	0.352599758	538	13.4	16.2	121.4	1539	11078	11.18	430	369	2	9.083	683	20838	0.8	26048	860531.1422
2016	성산2동	마포구	30740	6172	7928	3138	0.358046177	1313	18.4	17.7	96.1	1782	11771	11.28	1590	1254	4	9.083	1970	40199	2.07	19420	1765471.596
2016	상암동	마포구	24177	4970	6893	2543	0.344995141	378	26.5	14.1	53.2	2341	38152	20.5	588	1330	12	6.083	1226	33814	8.4	4025	1398702.432
2016	충현동	서대문구	15158	3700	4197	0	0.468532354	760	11	20.3	185.5	1812	25628	10.87	408	594	7	10.417	751	19212	1.12	17154	419462.3756
2016	천연동	서대문구	15554	4164	5409	0	0.434973363	872	18.4	21.5	116.7	922	2835	8.89	535	498	1	10.417	784	19915	0.97	20531	432362.1888
2016	북아현동	서대문구	10083	2523	3164	0	0.443643397	484	13.1	18.6	141.6	790	2099	14.05	289	425	2	10.167	518	12993	0.46	28246	404860.9828
2016	신촌동	서대문구	15787	2742	4883	0	0.359606557	528	8.5	11	128.9	3642	37929	15.73	496	495	13	7.25	507	23077	2.63	8775	570489.0658
2016	연희동	서대문구	31740	7549	10211	0	0.425056306	1245	11.9	18.6	156.6	2248	11127	9.34	611	769	8	9.417	1392	41430	3.05	13584	950999.0643
2016	홍제1동	서대문구	19130	4945	6380	0	0.436644592	832	14.8	21.5	144.8	1119	4489	11.8	462	543	2	9.833	951	24982	1.23	20311	575892.7309
2016	홍제2동	서대문구	12579	3563	4428	0	0.445876611	498	14.6	21.2	144.8	590	1677	10.17	343	421	1	8.917	644	15247	1.05	14521	336383.8994
2016	홍제3동	서대문구	15662	3733	4360	978	0.411531253	760	12.5	24.5	195.7	1255	3790	9.56	556	491	3	11.25	920	19418	0.81	23973	380188.078
2016	홍은1동	서대문구	19617	5068	5529	1151	0.431392577	897	14.2	22.8	160.9	981	2470	12.84	603	449	1	10.583	1037	23846	1.58	15092	523304.7223
2016	홍은2동	서대문구	23728	5412	6411	1369	0.410248636	891	13.8	20.2	146.8	1168	5372	13.27	784	474	4	9.917	1307	30606	2.06	14857	653084.6613
2016	남가좌1동	서대문구	10513	2632	3650	643	0.380072202	340	26.1	15.8	60.3	733	2047	16.51	168	381	3	11.167	511	16929	0.51	33194	391570.2661
2016	남가좌2동	서대문구	21743	4879	6399	1326	0.387099334	826	14.1	21.2	150.5	1308	4207	13.99	724	611	4	9.083	1039	23539	0.77	30570	591620.8454
2016	북가좌1동	서대문구	15498	4075	4525	1156	0.417691677	388	19.9	18	90.3	642	3126	14.02	267	461	2	8.667	721	19873	0.52	38217	441215.0018
2016	북가좌2동	서대문구	27555	5843	7454	2102	0.379440223	1161	14.2	20.1	142.1	2330	7183	7.73	843	699	4	11.667	1544	34804	0.84	41433	780772.1173
2016	잠원동	서초구	25413	8373	4004	1942	0.584747538	695	19.4	12.2	63.1	2273	16956	12.19	172	417	11	8.083	607	35035	1.76	19906	2368457.433
2016	반포본동	서초구	9374	3638	1433	771	0.622731941	252	22.8	18.5	81.2	677	2727	13	9	16	5	9.833	195	12961	1.01	12833	820317.1598
2016	반포1동	서초구	23648	6433	3446	1768	0.552331072	545	19.5	11.4	58.1	1517	8836	14.83	196	427	11	7.083	546	30431	1	30431	2245538.606
2016	반포2동	서초구	14071	5606	1895	1127	0.649745016	322	28.2	15.6	55.2	452	2841	10.4	13	590	6	9.083	352	23491	1.35	17401	1109996.315
2016	반포3동	서초구	15295	5610	2255	1266	0.614390538	381	23.3	14.3	61.3	922	7073	13.45	18	457	5	9.334	344	19259	1.28	15046	1377178.751
2016	반포4동	서초구	15271	5104	2355	1168	0.591630926	359	20.9	14.4	68.8	3594	32423	11.77	56	832	19	9.083	363	20561	1.43	14378	1373519.646
2016	방배본동	서초구	16633	5566	2736	1410	0.573105437	413	19.5	15.9	81.4	1670	10580	13.59	162	131	6	8.167	492	21956	0.67	32770	1454900.854
2016	방배1동	서초구	13905	4028	2707	1324	0.499813873	385	14.1	16.7	118.2	1767	14930	12.85	176	146	5	8.334	454	17202	0.7	24574	1189819.016
2016	방배4동	서초구	20048	6077	3798	1845	0.518515358	523	17.6	15.3	86.9	2384	14073	10.99	213	497	13	8.75	671	26497	0.98	27038	1645106.559
2016	서초1동	서초구	16838	4758	3186	1311	0.514100486	439	17	14.8	87.1	3626	29810	12.47	226	668	13	8.999	448	21388	1.42	15062	1470960.26
2016	서초2동	서초구	16469	4924	2972	1212	0.540623628	400	17.3	14.1	81.3	4406	48060	14.55	76	679	31	8.25	358	21239	1.24	17128	1265440.522
2016	서초3동	서초구	24265	6998	4288	1925	0.52971009	623	12.9	16.7	129.4	7466	74335	14.26	192	549	32	8.667	644	30123	2.93	10281	2105137.387
2016	서초4동	서초구	21054	7134	3398	1444	0.595691383	442	24.3	15	61.8	2916	27163	15.33	32	176	17	7.833	405	29019	0.88	32976	2160633.814
2016	방배2동	서초구	22494	5809	4736	2234	0.45457391	706	13.1	17.7	135.8	1957	17422	11.65	339	640	2	8.167	904	27735	1.93	14370	1432133.089
2016	방배3동	서초구	19149	5774	3549	1633	0.52701716	518	13.8	17.5	127.3	1222	13934	10.88	267	419	4	10.75	588	24055	2.4	10023	1523881.762
2016	양재1동	서초구	35222	8392	8793	2991	0.41593973	882	23.7	15.5	65.5	3631	46647	11.73	1537	1613	14	9.167	1953	47744	5.76	8289	3118506.222
2016	양재2동	서초구	19129	3820	4728	1627	0.375429975	476	14.8	12.2	82.1	5257	50006	10.54	368	545	15	9.25	664	23796	7.58	3139	1575448.039
2016	내곡동	서초구	14156	3643	3514	1164	0.437807956	450	24.5	19.6	80	667	9411	13.34	621	1151	1	11.417	884	18985	12.68	1497	1256631.565
2016	성북동	성북구	14695	3258	3995	1093	0.390366643	608	13	20.8	159.5	1107	5286	13.1	370	240	4	10.833	597	18331	2.86	6409	203018.043
2016	삼선동	성북구	23038	4800	6370	1926	0.36652413	898	13.3	18.1	136.1	1849	10526	12.76	781	526	8	9.667	981	27510	0.92	29902	305589.7757
2016	동선동	성북구	13902	2531	4108	1104	0.326875888	506	10	15.4	153.5	1936	10556	17.46	336	405	3	7.75	553	16770	0.73	22973	189105.1433
2016	돈암2동	성북구	17562	4402	5243	1488	0.39540106	400	22.5	15.6	69.4	398	2168	13.32	239	530	4	10.167	652	23681	0.48	49335	288092.38
2016	안암동	성북구	13662	2531	3645	1189	0.34365241	497	7.2	13.4	185.8	1462	12928	13.34	335	408	6	8.833	618	18211	1.33	13692	205384.7295
2016	보문동	성북구	12200	2492	2692	1028	0.401159047	539	10.9	17.4	159.1	1303	5195	12.74	380	300	4	9.667	605	15069	0.56	26909	193459.3869
2016	정릉1동	성북구	14671	3409	4076	1458	0.381191994	472	18.6	18.6	99.9	732	2053	12.84	345	616	4	10.334	690	19273	0.44	43802	223847.1818
2016	정릉2동	성북구	19340	4253	4886	1688	0.392814261	791	16.5	21	127.2	900	2871	12.22	639	349	3	10.5	970	24609	1.17	21033	275431.7562
2016	정릉3동	성북구	13414	3004	2901	1054	0.431671217	777	10.9	22	201	667	4319	9.6	678	566	1	13.167	773	17630	3.71	4752	199766.7213
2016	정릉4동	성북구	21851	4579	5808	1956	0.370979503	830	17.8	19.9	112.1	929	4283	12.49	772	986	4	10.583	1046	27818	3.13	8888	309024.9177
2016	길음1동	성북구	27211	5712	9264	2457	0.327654448	580	28	14.8	52.8	968	3525	13.74	503	1126	6	8.667	1057	37908	0.79	47985	428106.0119
2016	돈암1동	성북구	13529	2759	3301	1831	0.349638829	472	15.4	18.9	122.4	394	1788	9.9	426	358	4	10.25	637	17007	0.49	34708	184371.7704
2016	길음2동	성북구	12921	2280	3066	1395	0.338228749	448	15.6	21.2	135.3	1296	4987	13.58	330	281	2	8.334	532	13173	0.58	22712	190081.6887
2016	종암동	성북구	33014	6067	7925	4352	0.330734845	1258	17.2	17.6	102.3	2048	7309	12.45	1062	1409	2	9.667	1572	43625	1.46	29880	487020.4211
2016	월곡1동	성북구	22129	3649	5767	2942	0.295274316	795	21.3	19.3	90.9	1376	5062	11.63	699	970	5	9.917	1184	28450	0.81	35123	318215.9332
2016	월곡2동	성북구	17045	3227	3908	1989	0.353682595	596	14.9	19	127.4	1594	7909	13.05	590	628	5	8.25	930	21147	1.36	15549	236335.4741
2016	장위1동	성북구	18992	3175	3377	2031	0.369917278	702	12.4	20	160.5	1028	2643	8.95	1230	467	1	10.75	1032	22573	0.7	32247	239621.2621
2016	장위2동	성북구	17017	3274	2960	1720	0.411616797	811	12.2	23.2	190.8	1606	5015	10.34	998	636	3	10.25	998	20533	0.67	30646	163220.946
2016	장위3동	성북구	10979	2107	1947	1315	0.39243807	477	15.2	21.2	139.8	804	3480	7.96	618	459	4	10.917	688	13226	0.65	20348	157511.0276
2016	석관동	성북구	28743	5206	5387	3187	0.377793904	1186	13.1	20.2	154.4	2163	9539	12.44	1055	773	4	9.667	1640	35073	1.73	20273	420006.4295
2016	풍납1동	송파구	14664	3538	3093	1273	0.447621457	549	12.6	18.2	145.2	770	2443	11.04	451	358	1	9.833	712	18034	0.77	23421	504675.5765
2016	풍납2동	송파구	20395	5110	5173	1817	0.42231405	484	17.5	14.5	82.9	1182	15395	11	393	1237	5	9.417	827	25842	1.59	16253	796125.1593
2016	방이1동	송파구	12689	3502	2982	1174	0.457299556	257	15.9	12.8	80.5	1326	12889	14.25	175	287	2	8.083	417	16358	0.5	32716	530975.1638
2016	방이2동	송파구	21189	4205	4870	1906	0.382934159	541	11.5	12.7	110.5	2969	22135	15.8	390	532	6	7.833	835	25446	0.8	31808	842647.7788
2016	오륜동	송파구	14598	5297	3245	1195	0.544007394	191	19.8	12.7	63.9	516	4514	8.14	5	113	6	14.167	311	19714	3.17	6219	608202.0692
2016	송파1동	송파구	21989	4692	5342	2029	0.388957971	465	11.8	12.6	106.4	2487	13710	11.5	337	611	7	9.167	665	26717	0.79	33819	840815.167
2016	송파2동	송파구	17044	4822	4161	1594	0.455894866	279	16.6	13.2	79.5	936	6088	13.35	234	331	2	8.334	523	21974	0.53	41460	671604.0083
2016	잠실4동	송파구	23128	6188	7727	1459	0.402497723	414	25.4	13.8	54.3	503	2071	16.7	25	749	4	7.917	618	30534	1.56	19573	719251.9158
2016	잠실6동	송파구	13979	4626	3029	1062	0.530687163	253	17.9	15.7	87.5	2493	39676	12.56	19	554	18	8.833	342	17689	2.79	6340	563351.3061
2016	거여1동	송파구	11837	3129	2798	1169	0.440952649	371	15.7	16.1	102.9	881	3041	12.15	373	691	4	9.25	619	14774	0.51	28969	426741.3472
2016	거여2동	송파구	17544	4158	4721	1561	0.398275862	637	16.1	19.5	120.9	951	4152	8.94	541	650	3	9.667	1000	19609	0.53	36998	548079.5408
2016	마천1동	송파구	18270	4042	4367	1617	0.403151805	816	16.4	21.3	130.2	948	2165	12.66	1021	523	1	9.25	1258	22912	0.58	39503	669803.5475
2016	마천2동	송파구	17552	3806	4263	1515	0.3971202	623	13.3	19.8	149.1	1373	4414	11.65	890	799	2	9.417	1145	21128	0.89	23739	653149.2856
2016	오금동	송파구	29622	7297	7512	2639	0.418214122	742	13.5	14.7	108.6	2427	16661	11.54	599	820	6	9.083	1187	37069	1.65	22466	1316876.278
2016	가락본동	송파구	22647	5057	5808	2076	0.390773511	500	13.2	12.3	93.1	3598	28777	13.67	276	671	10	7.999	761	28395	1.13	25128	897336.7739
2016	가락2동	송파구	26433	6699	7757	2500	0.395081387	408	18.9	11.7	61.8	1909	10539	12.52	311	1248	6	8.417	898	35064	0.96	36525	1090404.038
2016	문정1동	송파구	17613	4469	4534	1588	0.421962043	310	13.4	12.8	95	1381	8917	14.05	193	480	3	7.999	578	21660	0.56	38679	687390.1908
2016	장지동	송파구	27317	6081	7704	2625	0.370566728	663	18.6	13.4	71.8	1426	10324	12.76	916	1053	3	8.25	1477	35834	1.37	26156	1096769.952
2016	위례동	송파구	8596	1778	3155	662	0.317783735	112	31.5	8	25.5	329	2815	58.36	33	621	3	3.334	454	17338	2.55	6799	909586.3372
2016	석촌동	송파구	28410	0	6719	2632	0	772	12.6	12.8	101.3	2663	13767	12.96	622	956	8	8.583	1094	35420	0.95	37284	1102074.881
2016	삼전동	송파구	27891	0	7055	2365	0	643	12.9	11.7	90.4	2050	14868	15.37	688	1043	4	7.999	987	33851	0.95	35633	1055295.053
2016	가락1동	송파구	803	0	154	75	0	14	13.5	15.4	114.6	2865	10639	4.08	2	165	5	14.75	22	918	1.34	685	874734.5614
2016	문정2동	송파구	15579	0	3755	1283	0	287	12.2	15	122.5	3823	24211	18.18	42	223	12	8.25	464	24043	2.2	10929	965754.2822
2016	잠실본동	송파구	24668	0	5937	1958	0	601	10.8	12.1	111.3	3149	22442	18.45	464	732	9	7.5	838	30187	0.94	32114	954244.1938
2016	잠실2동	송파구	25757	0	7011	1995	0	382	31.1	10.2	32.9	821	4616	18.15	14	478	8	5.999	550	36853	2.18	16905	1184863.924
2016	잠실3동	송파구	27709	0	6679	2126	0	548	21.5	15.6	72.9	1580	10198	16.33	28	523	11	7.25	713	37067	1.49	24877	1162100.956
2016	잠실7동	송파구	8280	0	1726	545	0	219	17	22	129.5	199	1194	9.55	4	595.5	4	11.917	204	10516	0.6	17527	329355.7116
2016	목1동	양천구	23553	5982	7560	0	0.441736819	363	23.8	10	41.9	2943	20725	14.17	180	399	14	7.25	685	32960	1.41	23376	416833.9077
2016	목2동	양천구	25248	5472	8047	0	0.404763666	602	14.1	12.4	88	1139	4094	12.47	523	801	2	10.75	1007	31956	1.03	31025	408915.4784
2016	목3동	양천구	17511	3943	4993	0	0.441248881	529	13.1	14.7	112.5	1242	4644	12.48	646	551	4	9.5	836	22005	0.53	41519	300445.9778
2016	목4동	양천구	20944	4275	6661	0	0.390910753	527	16.1	12.1	75	1326	3853	12.9	500	726	3	9.334	867	27940	0.57	49018	351175.8496
2016	목5동	양천구	31232	8975	10160	0	0.469035798	443	23.6	9.9	42	1525	10258	11.67	13	697	9	8.25	730	43987	1.81	24302	557444.4427
2016	신정1동	양천구	13381	3709	4343	0	0.460630899	351	21.4	13	60.7	1099	4929	13.28	222	352	5	9.083	550	21854	0.7	31220	280104.7012
2016	신정2동	양천구	16568	3697	5695	0	0.393632879	419	18	12.9	71.7	1104	3612	12.05	426	431	1	8.833	743	21492	0.52	41331	268876.1088
2016	신정6동	양천구	19120	5336	6637	0	0.445669423	258	20.2	9.9	49	738	5769	13.82	19	468	7	8.667	471	25918	0.96	26998	328303.2718
2016	신정7동	양천구	24338	6269	7645	0	0.450553399	914	15.9	16.6	104.4	991	4481	10.9	1120	798	2	11.583	1362	31435	1.21	25979	401503.3093
2016	신월1동	양천구	19416	4301	3521	1902	0.442307692	816	12.8	17.8	138.9	1775	5063	12.45	1135	1069	3	10.917	1222	23328	0.65	35889	285271.1518
2016	신월2동	양천구	18324	4789	4039	1910	0.445986217	528	16.3	17.1	104.7	1239	3984	7.34	567	872	2	13.167	1013	23542	0.61	38593	291125.5971
2016	신월3동	양천구	14433	3033	2707	1278	0.432174409	755	13.9	17.6	126.7	958	4277	8.98	1036	551	1	11.917	901	18276	0.87	21007	218652.4973
2016	신월4동	양천구	15508	4250	3670	1489	0.451695185	353	20.1	16.7	83.2	1164	3745	9.19	267	916	1	12.5	875	20009	0.52	38479	247470.3876
2016	신월5동	양천구	13214	3272	2740	1427	0.439844065	377	16.5	15.1	91.3	1010	4422	10.79	456	520	1	10.5	745	16391	0.69	23755	202906.5059
2016	신월6동	양천구	9410	2331	2092	788	0.447322971	172	15.3	17.5	114.7	1460	3231	3.56	157	423	2	22.583	326	7947	0.41	19383	86583.48119
2016	신월7동	양천구	19210	4692	4359	1974	0.425578231	755	14.5	19.1	132.2	1391	5695	8.99	656	936	2	12.167	1129	23493	1.19	19742	283025.4333
2016	신정3동	양천구	40676	9530	10287	4113	0.398244881	1012	20.3	15	74.1	1882	9536	7.55	1440	1648	1	12.667	2205	52998	2.72	19485	629151.6616
2016	신정4동	양천구	28911	6351	6303	3310	0.397832623	1004	12.8	16.5	129.5	3122	14941	12.97	943	1134	8	8.833	1533	36314	1.01	35954	464513.237
2016	영등포본동	영등포구	19311	4862	4786	1549	0.434223453	1010	13.7	16.6	121.2	1470	5715	14.63	653	497	4	9.167	1033	26350	1.02	25833	1719939.304
2016	영등포동	영등포구	16828	3509	3611	1009	0.431664411	1240	7.7	16.6	215.9	6524	39392	10.91	1089	467	19	10.583	979	20933	1.26	16613	1868607.474
2016	당산1동	영등포구	17819	4426	4951	1152	0.420362807	740	12.6	17.2	136.5	3183	18621	11.72	336	753	6	9.25	808	21260	0.75	28347	1480418.364
2016	당산2동	영등포구	29153	7214	8847	1866	0.402409773	686	14.7	13.6	92.4	2306	21446	13.23	144	841	6	8.667	943	36518	1.55	23560	2494183.861
2016	도림동	영등포구	16691	3625	4226	1085	0.405662489	802	12	15.9	132.7	984	3334	8.64	506	447	1	10.417	902	23089	0.89	25943	1498933.057
2016	문래동	영등포구	24532	6703	7562	1577	0.423115768	832	22.2	17	76.5	5403	40679	9.98	202	838	9	11.334	909	31830	1.49	21362	2199807.119
2016	양평1동	영등포구	13913	3318	3960	922	0.404634146	540	16	17	106.6	3246	23475	5.7	216	484	3	12.833	745	17333	0.88	19697	1256177.208
2016	양평2동	영등포구	17272	4350	5243	1083	0.407455976	434	16.6	12.3	74	2154	19830	11.51	164	702	3	9.75	621	22602	3	7534	1575194.322
2016	신길3동	영등포구	13152	3328	2933	970	0.460240631	698	13.6	18.2	133.5	985	2745	9.44	616	476	5	11.667	797	18110	0.48	37729	1287287.399
2016	여의동	영등포구	26595	8150	6062	1578	0.516149462	991	19.3	21.9	113.6	7966	152605	13.21	64	2380	67	9.75	716	34013	8.41	4044	2379791.964
2016	신길1동	영등포구	16540	3098	3675	1691	0.366020794	1022	9.8	18.9	193.4	1176	6721	8.16	650	522	2	11.167	932	21836	0.66	33085	1357973.607
2016	신길4동	영등포구	9853	2006	2188	1123	0.377280421	524	10.7	20	186.3	491	1691	8.76	494	544	1	12.167	550	11556	0.35	33017	693922.4485
2016	신길5동	영등포구	12195	2395	2516	1425	0.377998737	548	11.2	18.2	162.5	655	3031	9.77	466	240	4	12.083	671	15326	0.47	32609	747332.8651
2016	신길6동	영등포구	17836	3614	4442	2150	0.354105428	713	13.4	17.7	131.6	1277	4697	9.48	349	872	1	10.917	857	21453	0.68	31549	1348544.191
2016	신길7동	영등포구	10445	2507	2601	1095	0.404159278	330	18.5	13.4	72.7	533	2676	14.07	108	301	4	10.334	345	13031	0.64	20361	1176405.722
2016	대림1동	영등포구	12727	2357	2650	1672	0.35289714	688	10.5	18.4	175.8	1128	4251	9.57	466	440	4	9.75	755	17890	0.49	36510	1135590.803
2016	대림2동	영등포구	12272	2087	2502	1671	0.333386581	667	9.8	14.3	146.1	1390	4513	15.76	422	400	1	8.167	718	23028	0.55	41869	1493908.624
2016	대림3동	영등포구	21413	4017	5618	2651	0.326957513	774	12.3	14.7	119.4	2807	11203	10.01	571	848	7	12.667	1138	30621	1	30621	1987679.666
2016	후암동	용산구	15434	2869	4074	1176	0.353368641	785	14.2	19.9	140.9	840	5493	11.9	678	642	1	10.334	840	19308	0.86	22451	780401.8046
2016	용산2가동	용산구	9897	2013	2438	823	0.381683732	493	11.1	20.1	180.7	574	2075	14.11	413	272	1	10.25	491	12746	1.96	6503	497812.7864
2016	남영동	용산구	7541	1407	1559	584	0.396338028	701	6.4	20.8	323.7	1673	18172	11.18	1104	131	9	9.417	577	8762	1.19	7363	358537.9726
2016	청파동	용산구	17496	2998	4356	1518	0.337917042	786	10	17.8	178.7	1915	9433	11.7	651	622	4	10.5	830	21913	0.91	24080	871624.7038
2016	원효로1동	용산구	11103	2369	3034	945	0.373188406	389	15.9	15.2	95.5	1843	10407	10.96	222	304	3	9	454	14717	0.59	24944	693049.9878
2016	원효로2동	용산구	12062	2809	3125	1060	0.401629969	442	18	19.1	106.3	1190	7045	11.76	322	342	5	9.999	522	15512	0.71	21848	621855.7325
2016	효창동	용산구	7757	1716	2104	756	0.375	247	15	19.2	128.2	469	2300	11.3	138	366	1	10.667	325	9566	0.44	21741	428301.6104
2016	용문동	용산구	10283	2217	2889	978	0.364398422	345	16.3	19.2	117.7	682	1568	13.93	246	346	4	8.75	451	12862	0.28	45936	532231.7586
2016	한강로동	용산구	12601	3092	2638	764	0.476131814	715	13.2	22.7	171.1	4892	31880	10.53	269	490	20	9.083	499	16463	2.9	5677	820669.4774
2016	이촌1동	용산구	21279	6288	4984	1603	0.48838835	645	25.1	20	79.7	823	3825	11.06	37	375	12	11.083	543	29134	2.86	10187	1230793.831
