기간	자치구	동	합계	합계	합계	개인사업체	개인사업체	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체
2016	금천구	독산1동	3,922	24,440	9,052	8,940	4,101	13,876	3,940	1,179	733	445	278
2016	금천구	독산2동	1,178	3,542	1,630	2,224	1,200	846	133	313	194	159	103
2016	금천구	독산3동	2,190	8,267	3,618	4,790	2,679	2,538	407	715	424	224	108
2016	금천구	독산4동	1,011	3,674	1,735	2,168	1,179	669	200	674	256	163	100
2016	금천구	시흥1동	2,986	13,912	6,883	6,250	3,516	4,837	1,868	2,371	1,247	454	252
2016	금천구	시흥2동	576	2,005	1,233	971	529	102	47	684	533	248	124
2016	금천구	시흥3동	3,340	10,610	3,041	5,575	1,568	4,253	1,012	683	404	99	57
2016	금천구	시흥4동	859	1,938	1,112	1,307	669	87	47	325	245	219	151
2016	금천구	시흥5동	1,173	3,445	1,822	2,110	1,190	722	213	305	199	308	220
2016	영등포구	소계	43,678	366,625	150,707	77,519	38,417	237,497	89,637	45,145	19,592	6,464	3,061
2016	영등포구	여의동	7,966	152,605	57,575	12,410	7,366	111,601	39,737	26,179	9,583	2,415	889
2016	영등포구	당산1동	3,183	18,621	7,997	5,248	2,471	9,612	3,990	3,555	1,419	206	117
2016	영등포구	당산2동	2,306	21,446	9,552	4,486	2,498	15,375	6,213	1,305	719	280	122
2016	영등포구	양평1동	3,246	23,475	9,752	5,011	1,692	17,332	7,446	812	469	320	145
2016	영등포구	양평2동	2,154	19,830	7,540	3,739	1,815	14,923	5,133	922	476	246	116
2016	영등포구	신길1동	1,176	6,721	2,949	2,210	1,220	3,321	853	881	641	309	235
2016	영등포구	신길3동	985	2,745	1,394	1,819	942	557	239	220	133	149	80
2016	영등포구	신길4동	491	1,691	951	1,065	627	336	127	190	123	100	74
2016	영등포구	신길5동	655	3,031	1,171	1,155	455	839	156	914	490	123	70
2016	영등포구	신길6동	1,277	4,697	2,514	2,618	1,500	1,269	541	650	400	160	73
2016	영등포구	신길7동	533	2,676	1,343	1,103	586	783	276	671	408	119	73
2016	영등포구	대림1동	1,128	4,251	2,459	2,252	1,272	539	209	1,233	817	227	161
2016	영등포구	대림2동	1,390	4,513	2,348	2,814	1,688	1,267	401	285	183	147	76
2016	영등포구	대림3동	2,807	11,203	4,555	5,241	2,431	4,844	1,516	843	464	275	144
2016	영등포구	영등포본동	1,470	5,715	2,995	2,873	1,552	1,513	799	1,070	492	259	152
2016	영등포구	영등포동	6,524	39,392	18,595	12,335	6,144	22,628	10,273	3,960	1,970	469	208
2016	영등포구	도림동	984	3,334	1,305	1,590	780	1,475	379	88	41	181	105
2016	영등포구	문래동	5,403	40,679	15,712	9,550	3,378	29,283	11,349	1,367	764	479	221
2016	동작구	소계	19,747	108,058	54,506	39,921	21,498	42,275	19,285	21,919	11,779	3,943	1,944
2016	동작구	노량진2동	1,554	6,340	2,852	3,013	1,518	1,855	619	1,350	646	122	69
2016	동작구	상도1동	1,704	8,381	3,934	3,673	1,969	1,567	626	2,766	1,135	375	204
2016	동작구	상도2동	1,287	4,543	2,408	2,667	1,545	864	314	648	473	364	76
2016	동작구	상도3동	946	2,683	1,434	1,902	1,026	389	187	266	152	126	69
2016	동작구	상도4동	983	2,910	1,614	1,840	962	301	144	638	445	131	63
2016	동작구	사당1동	1,845	9,566	4,890	3,851	2,128	4,862	2,332	642	292	211	138
2016	동작구	사당3동	1,005	4,316	2,123	1,887	953	1,274	540	910	538	245	92
2016	동작구	사당4동	684	1,738	954	1,254	679	196	98	219	152	69	25
2016	동작구	사당5동	506	1,709	815	878	381	291	79	442	313	98	42
2016	동작구	대방동	1,660	12,152	5,329	3,618	1,936	6,295	2,016	1,935	1,234	304	143
2016	동작구	신대방1동	1,060	4,364	2,262	2,027	1,177	1,592	688	586	346	159	51
2016	동작구	신대방2동	1,219	24,086	12,789	2,335	1,372	16,816	8,736	4,134	2,178	801	503
2016	동작구	흑석동	1,495	10,142	5,433	2,734	1,536	1,236	622	5,972	3,199	200	76
2016	동작구	노량진1동	2,148	9,310	4,608	4,735	2,395	3,330	1,643	975	439	270	131
2016	동작구	사당2동	1,651	5,818	3,061	3,507	1,921	1,407	641	436	237	468	262
2016	관악구	소계	26,377	113,781	53,995	54,474	28,795	35,140	12,389	18,917	9,770	5,250	3,041
2016	관악구	보라매동	1,397	6,434	3,199	2,489	1,398	3,140	1,248	668	487	137	66
2016	관악구	청림동	443	1,185	671	904	558	110	36	67	46	104	31
2016	관악구	행운동	1,464	6,151	3,271	3,215	1,770	1,159	451	684	418	1,093	632
2016	관악구	낙성대동	1,265	7,741	3,562	3,251	1,771	3,517	1,232	804	483	169	76
2016	관악구	중앙동	1,086	5,076	2,575	2,466	1,319	2,206	968	203	159	201	129
2016	관악구	인헌동	1,047	4,006	2,142	2,059	1,109	1,546	782	259	171	142	80
2016	관악구	남현동	874	5,163	2,276	1,634	937	3,005	1,076	402	194	122	69
2016	관악구	서원동	1,296	7,974	4,014	3,961	2,270	3,382	1,353	416	260	215	131
2016	관악구	신원동	851	2,453	1,383	1,734	979	211	78	312	188	196	138
2016	관악구	서림동	1,316	3,296	1,261	2,157	826	613	84	249	156	277	195
2016	관악구	신사동	1,422	4,712	2,184	3,034	1,529	1,257	408	249	134	172	113
2016	관악구	신림동	1,623	5,671	2,842	3,953	2,208	1,160	442	454	154	104	38
2016	관악구	난향동	420	1,926	1,008	712	370	826	372	234	167	154	99
2016	관악구	조원동	2,184	7,073	2,980	4,213	2,019	2,116	675	590	200	154	86
2016	관악구	대학동	1,701	12,609	5,611	3,217	1,587	1,741	640	7,357	3,237	294	147
2016	관악구	은천동	1,596	7,330	3,479	3,275	1,752	2,478	706	1,149	759	428	262
2016	관악구	성현동	880	2,964	1,523	1,589	857	664	174	467	374	244	118
2016	관악구	청룡동	1,866	11,207	4,636	4,009	2,184	4,167	1,069	2,765	1,242	266	141
2016	관악구	난곡동	959	2,411	1,230	1,751	886	96	37	408	218	156	89
2016	관악구	삼성동	1,062	2,372	1,211	1,482	672	156	61	479	308	255	170
2016	관악구	미성동	1,625	6,027	2,937	3,369	1,794	1,590	497	701	415	367	231
2016	서초구	소계	46,404	427,227	169,985	85,665	46,882	284,846	96,020	50,481	24,842	6,235	2,241
2016	서초구	서초1동	3,626	29,810	11,754	5,869	3,011	19,840	6,642	3,614	1,844	487	257
2016	서초구	서초2동	4,406	48,060	18,861	6,404	3,575	35,945	12,488	4,993	2,538	718	260
2016	서초구	서초3동	7,466	74,335	28,598	13,779	6,740	42,783	14,508	16,733	6,953	1,040	397
2016	서초구	서초4동	2,916	27,163	13,618	8,634	5,311	16,301	7,296	1,812	889	416	122
2016	서초구	잠원동	2,273	16,956	6,749	4,106	2,265	11,926	4,084	521	319	403	81
2016	서초구	반포본동	677	2,727	1,498	1,334	836	744	345	569	310	80	7
2016	서초구	반포1동	1,517	8,836	4,156	3,319	1,970	4,808	1,766	532	338	177	82
2016	서초구	반포2동	452	2,841	1,481	902	614	938	386	762	394	239	87
2016	서초구	반포3동	922	7,073	3,705	1,936	1,208	4,160	1,894	723	546	254	57
2016	서초구	반포4동	3,594	32,423	15,991	8,356	5,132	17,290	6,356	6,397	4,354	380	149
2016	서초구	방배본동	1,670	10,580	4,697	3,205	1,664	6,654	2,766	435	201	286	66
2016	서초구	방배1동	1,767	14,930	6,352	3,226	1,865	10,897	4,056	636	376	171	55
2016	서초구	방배2동	1,957	17,422	7,749	3,532	1,832	11,563	5,156	2,138	663	189	98
2016	서초구	방배3동	1,222	13,934	4,542	2,583	1,506	9,165	1,935	1,941	1,021	245	80
2016	서초구	방배4동	2,384	14,073	6,199	4,265	2,337	8,721	3,306	889	497	198	59
2016	서초구	양재1동	3,631	46,647	15,690	5,858	3,025	36,536	10,780	3,500	1,580	753	305
2016	서초구	양재2동	5,257	50,006	15,658	7,104	3,338	40,471	11,160	2,299	1,114	132	46
2016	서초구	내곡동	667	9,411	2,687	1,253	653	6,104	1,096	1,987	905	67	33
2016	강남구	소계	72,281	689,623	297,638	141,310	80,445	483,054	184,035	57,708	29,936	7,551	3,222
2016	강남구	신사동	4,503	27,741	14,505	11,732	7,093	15,148	6,979	666	361	195	72
2016	강남구	논현1동	5,788	44,157	20,793	11,821	6,483	31,003	13,689	996	435	337	186
2016	강남구	논현2동	5,656	60,642	25,142	10,926	6,054	45,262	17,112	4,137	1,837	317	139
2016	강남구	삼성1동	4,330	66,958	27,094	6,969	4,045	54,935	20,909	4,516	1,903	538	237
2016	강남구	삼성2동	3,734	38,887	15,257	5,804	3,216	28,587	9,806	4,182	2,147	314	88
2016	강남구	대치1동	1,066	7,154	3,816	2,966	1,875	2,873	1,364	1,112	497	203	80
2016	강남구	대치4동	3,716	27,829	12,229	8,122	4,392	17,962	6,845	1,512	889	233	103
2016	강남구	역삼1동	15,079	147,157	61,519	27,641	15,579	105,745	39,520	13,068	6,162	703	258
2016	강남구	역삼2동	3,416	38,937	17,135	5,138	2,819	30,976	12,870	2,471	1,273	352	173
2016	강남구	도곡1동	1,614	17,135	6,857	3,312	1,900	10,659	2,966	2,811	1,867	353	124
2016	강남구	도곡2동	1,926	22,629	9,337	3,194	1,859	16,829	6,312	2,292	1,035	314	131
2016	강남구	개포1동	503	1,616	576	656	303	580	96	197	150	183	27
2016	강남구	개포4동	2,221	12,024	4,066	3,315	1,477	7,743	2,026	708	427	258	136
2016	강남구	일원본동	564	8,402	5,863	1,062	591	449	273	6,546	4,843	345	156
2016	강남구	일원1동	1,870	7,340	2,951	2,896	1,072	3,674	1,496	623	291	147	92
2016	강남구	일원2동	636	10,125	2,763	1,004	562	6,236	1,068	2,619	1,010	266	123
2016	강남구	수서동	1,584	15,857	6,051	2,132	1,157	12,465	4,250	1,035	526	225	118
2016	강남구	세곡동	950	5,285	2,269	1,886	977	1,939	376	1,224	776	236	140
2016	강남구	압구정동	4,314	29,474	16,463	10,999	6,966	16,978	8,773	776	482	721	242
2016	강남구	청담동	4,497	39,652	19,511	12,024	7,737	25,828	10,857	1,490	822	310	95
2016	강남구	대치2동	3,468	57,241	21,415	6,271	3,489	46,527	16,131	3,835	1,592	608	203
2016	강남구	개포2동	846	3,381	2,026	1,440	799	656	317	892	611	393	299
2016	송파구	소계	45,555	312,661	127,082	83,415	44,310	185,940	59,193	35,508	19,342	7,798	4,237
2016	송파구	풍납1동	770	2,443	1,335	1,348	699	745	391	204	148	146	97
2016	송파구	풍납2동	1,182	15,395	9,100	2,637	1,461	2,971	1,003	9,545	6,494	242	142
2016	송파구	거여1동	881	3,041	1,444	1,678	855	795	220	312	197	256	172
2016	송파구	거여2동	951	4,152	1,883	1,756	973	1,425	273	378	220	593	417
2016	송파구	마천1동	948	2,165	999	1,379	664	316	86	265	157	205	92
2016	송파구	마천2동	1,373	4,414	2,028	2,362	1,247	1,010	214	601	230	441	337
2016	송파구	방이1동	1,326	12,889	4,110	2,962	1,606	9,142	2,062	555	345	230	97
2016	송파구	방이2동	2,969	22,135	9,423	5,775	3,034	15,126	5,666	632	306	602	417
2016	송파구	오륜동	516	4,514	2,107	690	461	997	460	2,603	1,098	224	88
2016	송파구	오금동	2,427	16,661	6,518	4,480	2,138	10,248	3,401	1,541	841	392	138
2016	송파구	송파1동	2,487	13,710	5,174	4,358	2,120	8,143	2,276	586	334	623	444
2016	송파구	송파2동	936	6,088	2,368	1,674	939	3,589	998	567	340	258	91
2016	송파구	석촌동	2,663	13,767	5,682	5,031	2,597	8,124	2,707	263	155	349	223
2016	송파구	삼전동	2,050	14,868	4,510	4,186	2,198	9,644	1,770	790	394	248	148
2016	송파구	가락본동	3,598	28,777	11,826	6,771	3,661	17,609	5,966	3,959	2,013	438	186
2016	송파구	가락1동	2,865	10,639	3,125	2,043	735	7,872	2,178	592	163	132	49
2016	송파구	가락2동	1,909	10,539	4,602	3,775	2,059	5,487	1,924	1,012	503	265	116
2016	송파구	문정1동	1,381	8,917	3,535	2,368	1,224	5,487	1,642	941	613	121	56
2016	송파구	문정2동	3,823	24,211	7,759	5,427	2,342	17,666	5,069	992	306	126	42
2016	송파구	장지동	1,426	10,324	3,724	2,657	1,393	6,275	1,513	987	585	405	233
2016	송파구	위례동	329	2,815	890	796	495	1,694	180	263	200	62	15
2016	송파구	잠실본동	3,149	22,442	9,463	7,813	4,249	13,919	4,813	432	232	278	169
2016	송파구	잠실4동	503	2,071	1,290	1,228	827	255	117	371	249	217	97
2016	송파구	잠실6동	2,493	39,676	15,099	4,360	2,480	30,203	10,537	4,862	1,976	251	106
2016	송파구	잠실7동	199	1,194	656	312	168	347	185	397	260	138	43
2016	송파구	잠실2동	821	4,616	2,461	1,952	1,281	1,019	360	1,302	710	343	110
2016	송파구	잠실3동	1,580	10,198	5,971	3,597	2,404	5,832	3,182	556	273	213	112
2016	강동구	소계	30,268	141,100	65,306	60,802	32,106	57,353	20,087	19,065	11,253	3,880	1,860
2016	강동구	강일동	946	15,030	3,611	1,857	1,045	11,694	1,785	1,369	722	110	59
2016	강동구	상일동	1,018	5,201	2,818	1,639	720	742	278	2,533	1,670	287	150
2016	강동구	명일1동	1,681	6,083	3,631	3,834	2,371	1,280	640	522	325	447	295
2016	강동구	명일2동	1,151	4,698	2,650	2,835	1,685	1,042	525	532	311	289	129
2016	강동구	고덕1동	610	1,993	1,012	943	500	232	85	745	410	73	17
2016	강동구	고덕2동	1,786	3,245	978	2,179	444	292	91	747	434	27	9
2016	강동구	암사2동	864	5,139	2,598	1,942	1,106	2,826	1,261	312	215	59	16
2016	강동구	암사3동	609	2,009	1,091	1,143	633	326	167	468	267	72	24
2016	강동구	천호1동	1,529	5,643	2,953	2,952	1,528	1,640	727	857	599	194	99
2016	강동구	천호3동	1,863	7,584	3,488	3,693	1,993	3,333	1,261	307	152	251	82
2016	강동구	성내1동	2,105	18,175	7,292	3,974	2,017	10,463	3,483	3,594	1,719	144	73
2016	강동구	성내2동	1,978	7,625	4,091	4,191	2,271	3,053	1,593	247	182	134	45
2016	강동구	성내3동	2,461	9,455	4,531	5,067	2,748	3,912	1,550	210	106	266	127
2016	강동구	둔촌1동	408	1,371	577	504	263	224	109	444	197	199	8
2016	강동구	둔촌2동	1,637	9,468	4,636	3,362	1,677	3,280	1,112	2,530	1,698	296	149
2016	강동구	암사1동	1,927	5,510	2,651	3,685	1,876	1,112	290	454	311	259	174
2016	강동구	천호2동	3,707	14,190	7,451	7,812	4,292	5,162	2,440	841	512	375	207
2016	강동구	길동	3,988	18,681	9,247	9,190	4,937	6,740	2,690	2,353	1,423	398	197
