기간	자치구	동	합계	합계	합계	합계	합계	합계	합계	합계	합계	합계	광업	광업	광업	광업	광업	광업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업
2012	노원구	월계1동	6	149	4,496	25,472	25,299	…	…	14,577	10,895	1,799	-	-	-	-	-	-	-	-	-	-	6	149	4,496	25,472	25,299	…	…	14,577	10,895	1,799
2012	노원구	월계2동	8	152	3,157	24,226	24,118	…	…	16,933	7,293	2,454	-	-	-	-	-	-	-	-	-	-	8	152	3,157	24,226	24,118	…	…	16,933	7,293	2,454
2012	노원구	공릉2동	7	328	6,594	36,832	35,942	…	…	24,493	12,339	8,001	-	-	-	-	-	-	-	-	-	-	7	328	6,594	36,832	35,942	…	…	24,493	12,339	8,001
2012	노원구	하계1동	13	362	8,300	58,203	57,472	…	…	35,032	23,171	11,071	-	-	-	-	-	-	-	-	-	-	13	362	8,300	58,203	57,472	…	…	35,032	23,171	11,071
2012	노원구	중계본동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	노원구	중계4동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	노원구	상계1동	5	96	2,175	16,471	16,659	…	…	10,532	5,939	2,662	-	-	-	-	-	-	-	-	-	-	5	96	2,175	16,471	16,659	…	…	10,532	5,939	2,662
2012	노원구	상계2동	3	33	275	1,115	1,115	…	…	579	536	143	-	-	-	-	-	-	-	-	-	-	3	33	275	1,115	1,115	…	…	579	536	143
2012	노원구	상계5동	4	42	429	1,504	1,504	…	…	681	823	123	-	-	-	-	-	-	-	-	-	-	4	42	429	1,504	1,504	…	…	681	823	123
2012	노원구	상계3.4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	노원구	중계2.3동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	노원구	공릉1동	12	256	5,996	96,066	101,571	…	…	78,680	17,386	14,501	-	-	-	-	-	-	-	-	-	-	12	256	5,996	96,066	101,571	…	…	78,680	17,386	14,501
2012	은평구	소계	39	819	14,793	89,252	89,283	5,907	5,876	65,077	24,175	14,115	-	-	-	-	-	-	-	-	-	-	39	819	14,793	89,252	89,283	5,907	5,876	65,077	24,175	14,115
2012	은평구	녹번동	8	174	2,661	…	13,287	…	…	8,277	4,898	841	-	-	-	-	-	-	-	-	-	-	8	174	2,661	13,175	13,287	…	…	8,277	4,898	841
2012	은평구	불광1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	은평구	갈현1동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	은평구	갈현2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	은평구	구산동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	은평구	대조동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	은평구	응암1동	3	58	964	3,220	3,189	…	…	1,682	1,538	115	-	-	-	-	-	-	-	-	-	-	3	58	964	3,220	3,189	…	…	1,682	1,538	115
2012	은평구	신사1동	5	87	1,715	5,156	5,185	…	…	3,595	1,561	539	-	-	-	-	-	-	-	-	-	-	5	87	1,715	5,156	5,185	…	…	3,595	1,561	539
2012	은평구	증산동	3	120	2,969	26,956	26,935	…	…	14,927	12,029	4,651	-	-	-	-	-	-	-	-	-	-	3	120	2,969	26,956	26,935	…	…	14,927	12,029	4,651
2012	은평구	수색동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	은평구	불광2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	은평구	응암3동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	은평구	역촌동	8	109	2,095	14,201	14,245	…	…	9,115	5,086	3,589	-	-	-	-	-	-	-	-	-	-	8	109	2,095	14,201	14,245	…	…	9,115	5,086	3,589
2012	서대문구	소계	39	817	19,487	117,406	114,860	6,131	8,677	65,948	51,458	21,311	-	-	-	-	-	-	-	-	-	-	39	817	19,487	117,406	114,860	6,131	8,677	65,948	51,458	21,311
2012	서대문구	천연동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	서대문구	홍제1동	4	113	2,141	5,786	5,691	…	…	2,324	3,462	6,279	-	-	-	-	-	-	-	-	-	-	4	113	2,141	5,786	5,691	…	…	2,324	3,462	6,279
2012	서대문구	홍제3동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	서대문구	홍제2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	서대문구	홍은1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	서대문구	홍은2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	서대문구	남가좌2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	서대문구	북가좌1동	3	47	1,026	12,346	11,587	…	…	8,164	4,182	3,272	-	-	-	-	-	-	-	-	-	-	3	47	1,026	12,346	11,587	…	…	8,164	4,182	3,272
2012	서대문구	북가좌2동	11	223	3,540	22,694	22,370	…	…	14,808	7,886	2,713	-	-	-	-	-	-	-	-	-	-	11	223	3,540	22,694	22,370	…	…	14,808	7,886	2,713
2012	서대문구	충현동	5	127	5,162	16,593	16,590	…	…	3,719	12,874	3,055	-	-	-	-	-	-	-	-	-	-	5	127	5,162	16,593	16,590	…	…	3,719	12,874	3,055
2012	서대문구	북아현동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	서대문구	신촌동	3	73	1,951	15,802	15,607	…	…	6,234	9,568	372	-	-	-	-	-	-	-	-	-	-	3	73	1,951	15,802	15,607	…	…	6,234	9,568	372
2012	서대문구	연희동	4	85	2,469	19,185	19,063	…	…	12,959	6,226	4,532	-	-	-	-	-	-	-	-	-	-	4	85	2,469	19,185	19,063	…	…	12,959	6,226	4,532
2012	마포구	소계	57	1,825	51,228	337,169	332,777	53,434	57,826	165,947	171,222	87,101	-	-	-	-	-	-	-	-	-	-	57	1,825	51,228	337,169	332,777	53,434	57,826	165,947	171,222	87,101
2012	마포구	용강동	3	45	1,314	2,978	2,976	…	…	659	2,319	193	-	-	-	-	-	-	-	-	-	-	3	45	1,314	2,978	2,976	…	…	659	2,319	193
2012	마포구	대흥동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	마포구	염리동	5	76	1,738	7,046	7,046	…	…	1,520	5,526	1,126	-	-	-	-	-	-	-	-	-	-	5	76	1,738	7,046	7,046	…	…	1,520	5,526	1,126
2012	마포구	신수동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	마포구	서교동	14	690	23,544	177,241	170,783	…	…	82,668	94,573	25,474	-	-	-	-	-	-	-	-	-	-	14	690	23,544	177,241	170,783	…	…	82,668	94,573	25,474
2012	마포구	합정동	5	121	4,038	39,659	39,618	…	…	17,300	22,359	5,153	-	-	-	-	-	-	-	-	-	-	5	121	4,038	39,659	39,618	…	…	17,300	22,359	5,153
2012	마포구	망원1동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	마포구	망원2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	마포구	연남동	6	136	3,483	17,815	21,355	…	…	16,966	849	1,248	-	-	-	-	-	-	-	-	-	-	6	136	3,483	17,815	21,355	…	…	16,966	849	1,248
2012	마포구	성산1동	7	135	3,231	26,048	26,121	…	…	15,946	10,102	648	-	-	-	-	-	-	-	-	-	-	7	135	3,231	26,048	26,121	…	…	15,946	10,102	648
2012	마포구	상암동	4	165	4,467	15,239	14,129	…	…	6,736	8,503	46,457	-	-	-	-	-	-	-	-	-	-	4	165	4,467	15,239	14,129	…	…	6,736	8,503	46,457
2012	마포구	도화동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	마포구	공덕동	5	162	3,774	21,583	21,431	…	…	8,037	13,546	3,520	-	-	-	-	-	-	-	-	-	-	5	162	3,774	21,583	21,431	…	…	8,037	13,546	3,520
2012	양천구	소계	115	2,394	45,265	453,492	456,628	29,289	26,153	247,244	206,248	60,121	-	-	-	-	-	-	-	-	-	-	115	2,394	45,265	453,492	456,628	29,289	26,153	247,244	206,248	60,121
2012	양천구	목1동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	양천구	목2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	양천구	목3동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	양천구	목4동	5	97	1,860	13,939	13,552	…	…	4,804	9,135	3,739	-	-	-	-	-	-	-	-	-	-	5	97	1,860	13,939	13,552	…	…	4,804	9,135	3,739
2012	양천구	신월1동	20	349	5,803	93,824	93,194	…	…	67,933	25,891	13,877	-	-	-	-	-	-	-	-	-	-	20	349	5,803	93,824	93,194	…	…	67,933	25,891	13,877
2012	양천구	신월2동	7	103	2,015	20,628	20,504	…	…	4,544	16,084	1,049	-	-	-	-	-	-	-	-	-	-	7	103	2,015	20,628	20,504	…	…	4,544	16,084	1,049
2012	양천구	신월3동	17	381	6,275	52,658	51,308	…	…	31,118	21,540	5,942	-	-	-	-	-	-	-	-	-	-	17	381	6,275	52,658	51,308	…	…	31,118	21,540	5,942
2012	양천구	신월4동	5	109	2,793	26,283	25,429	…	…	18,210	8,073	2,187	-	-	-	-	-	-	-	-	-	-	5	109	2,793	26,283	25,429	…	…	18,210	8,073	2,187
2012	양천구	신월5동	12	205	3,162	23,058	23,236	…	…	12,122	10,936	5,415	-	-	-	-	-	-	-	-	-	-	12	205	3,162	23,058	23,236	…	…	12,122	10,936	5,415
2012	양천구	신월6동	5	76	914	6,660	6,472	…	…	4,945	1,715	637	-	-	-	-	-	-	-	-	-	-	5	76	914	6,660	6,472	…	…	4,945	1,715	637
2012	양천구	신월7동	15	225	3,542	25,918	25,705	…	…	18,004	7,914	2,065	-	-	-	-	-	-	-	-	-	-	15	225	3,542	25,918	25,705	…	…	18,004	7,914	2,065
2012	양천구	신정1동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	양천구	신정2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	양천구	신정3동	7	152	3,740	37,873	38,058	…	…	26,518	11,355	9,034	-	-	-	-	-	-	-	-	-	-	7	152	3,740	37,873	38,058	…	…	26,518	11,355	9,034
2012	양천구	신정7동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	양천구	신정4동	12	201	2,810	14,708	14,403	…	…	7,088	7,620	3,142	-	-	-	-	-	-	-	-	-	-	12	201	2,810	14,708	14,403	…	…	7,088	7,620	3,142
2012	강서구	소계	141	3,516	99,790	726,763	727,522	49,026	48,267	466,623	260,140	205,876	-	-	-	-	-	-	-	-	-	-	141	3,516	99,790	726,763	727,522	49,026	48,267	466,623	260,140	205,876
2012	강서구	염창동	22	472	12,943	104,335	103,781	…	…	66,747	37,588	32,658	-	-	-	-	-	-	-	-	-	-	22	472	12,943	104,335	103,781	…	…	66,747	37,588	32,658
2012	강서구	등촌1동	18	626	20,687	134,764	136,734	…	…	80,253	54,511	73,724	-	-	-	-	-	-	-	-	-	-	18	626	20,687	134,764	136,734	…	…	80,253	54,511	73,724
2012	강서구	등촌2동	3	92	2,530	33,374	33,300	…	…	16,619	16,755	10,059	-	-	-	-	-	-	-	-	-	-	3	92	2,530	33,374	33,300	…	…	16,619	16,755	10,059
2012	강서구	등촌3동	15	340	10,225	106,746	111,450	…	…	74,475	32,271	10,260	-	-	-	-	-	-	-	-	-	-	15	340	10,225	106,746	111,450	…	…	74,475	32,271	10,260
2012	강서구	화곡본동	4	84	2,226	8,663	8,779	…	…	6,122	2,541	1,062	-	-	-	-	-	-	-	-	-	-	4	84	2,226	8,663	8,779	…	…	6,122	2,541	1,062
2012	강서구	화곡2동	5	73	1,481	8,636	8,233	…	…	5,610	3,026	3,726	-	-	-	-	-	-	-	-	-	-	5	73	1,481	8,636	8,233	…	…	5,610	3,026	3,726
2012	강서구	화곡3동	3	100	2,511	8,795	8,217	…	…	5,391	3,404	688	-	-	-	-	-	-	-	-	-	-	3	100	2,511	8,795	8,217	…	…	5,391	3,404	688
2012	강서구	화곡4동	4	64	984	6,874	6,977	…	…	4,811	2,063	165	-	-	-	-	-	-	-	-	-	-	4	64	984	6,874	6,977	…	…	4,811	2,063	165
2012	강서구	화곡6동	4	98	1,022	8,751	9,228	…	…	6,863	1,888	104	-	-	-	-	-	-	-	-	-	-	4	98	1,022	8,751	9,228	…	…	6,863	1,888	104
2012	강서구	가양1동	7	137	2,705	57,562	57,583	…	…	44,502	13,060	5,389	-	-	-	-	-	-	-	-	-	-	7	137	2,705	57,562	57,583	…	…	44,502	13,060	5,389
2012	강서구	가양2동	5	123	4,006	19,306	19,036	…	…	10,687	8,619	6,713	-	-	-	-	-	-	-	-	-	-	5	123	4,006	19,306	19,036	…	…	10,687	8,619	6,713
2012	강서구	가양3동	23	483	12,918	78,044	75,739	…	…	49,653	28,391	28,035	-	-	-	-	-	-	-	-	-	-	23	483	12,918	78,044	75,739	…	…	49,653	28,391	28,035
2012	강서구	발산1동	3	113	2,890	14,857	14,857	…	…	9,075	5,782	1,255	-	-	-	-	-	-	-	-	-	-	3	113	2,890	14,857	14,857	…	…	9,075	5,782	1,255
2012	강서구	공항동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강서구	방화1동	4	224	4,320	38,804	36,590	…	…	23,229	15,575	23,233	-	-	-	-	-	-	-	-	-	-	4	224	4,320	38,804	36,590	…	…	23,229	15,575	23,233
2012	강서구	방화2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	강서구	화곡1동	12	188	4,249	29,813	29,763	…	…	20,097	9,716	2,131	-	-	-	-	-	-	-	-	-	-	12	188	4,249	29,813	29,763	…	…	20,097	9,716	2,131
2012	강서구	우장산동	5	94	2,112	8,000	7,859	…	…	4,045	3,955	405	-	-	-	-	-	-	-	-	-	-	5	94	2,112	8,000	7,859	…	…	4,045	3,955	405
2012	구로구	소계	366	8,773	256,258	2,745,016	2,720,296	181,582	206,302	1,732,845	1,012,171	969,362	-	-	-	-	-	-	-	-	-	-	366	8,773	256,258	2,745,016	2,720,296	181,582	206,302	1,732,845	1,012,171	969,362
2012	구로구	신도림동	26	405	11,637	65,608	65,160	…	…	34,821	30,787	19,189	-	-	-	-	-	-	-	-	-	-	26	405	11,637	65,608	65,160	…	…	34,821	30,787	19,189
2012	구로구	구로1동	6	96	2,096	13,827	13,866	…	…	8,881	4,946	3,092	-	-	-	-	-	-	-	-	-	-	6	96	2,096	13,827	13,866	…	…	8,881	4,946	3,092
2012	구로구	구로3동	235	6,168	184,373	1,942,518	1,926,142	…	…	1,189,332	753,186	522,884	-	-	-	-	-	-	-	-	-	-	235	6,168	184,373	1,942,518	1,926,142	…	…	1,189,332	753,186	522,884
2012	구로구	구로5동	6	87	2,212	59,502	59,416	…	…	41,503	17,999	7,295	-	-	-	-	-	-	-	-	-	-	6	87	2,212	59,502	59,416	…	…	41,503	17,999	7,295
2012	구로구	고척1동	13	229	6,653	60,411	60,057	…	…	36,641	23,770	12,440	-	-	-	-	-	-	-	-	-	-	13	229	6,653	60,411	60,057	…	…	36,641	23,770	12,440
2012	구로구	고척2동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	구로구	개봉2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	구로구	개봉3동	3	42	219	1,456	1,433	…	…	924	532	56	-	-	-	-	-	-	-	-	-	-	3	42	219	1,456	1,433	…	…	924	532	56
2012	구로구	오류1동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	구로구	오류2동	5	121	3,511	17,281	17,821	…	…	11,033	6,248	6,911	-	-	-	-	-	-	-	-	-	-	5	121	3,511	17,281	17,821	…	…	11,033	6,248	6,911
2012	구로구	수궁동	37	883	22,842	220,850	213,574	…	…	129,810	91,040	81,489	-	-	-	-	-	-	-	-	-	-	37	883	22,842	220,850	213,574	…	…	129,810	91,040	81,489
2012	구로구	가리봉동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	구로구	구로2동	20	412	14,859	256,487	257,495	…	…	199,822	56,665	174,048	-	-	-	-	-	-	-	-	-	-	20	412	14,859	256,487	257,495	…	…	199,822	56,665	174,048
2012	구로구	개봉1동	9	168	3,619	45,493	44,091	…	…	29,916	15,577	131,801	-	-	-	-	-	-	-	-	-	-	9	168	3,619	45,493	44,091	…	…	29,916	15,577	131,801
2012	금천구	소계	1,047	28,538	768,838	8,700,240	8,501,190	670,443	869,493	5,098,103	3,602,137	2,772,709	-	-	-	-	-	-	-	-	-	-	1,047	28,538	768,838	8,700,240	8,501,190	670,443	869,493	5,098,103	3,602,137	2,772,709
2012	금천구	가산동	692	19,943	581,607	7,394,564	7,207,524	…	…	4,348,843	3,045,721	2,218,144	-	-	-	-	-	-	-	-	-	-	692	19,943	581,607	7,394,564	7,207,524	…	…	4,348,843	3,045,721	2,218,144
2012	금천구	독산1동	218	6,109	148,419	1,032,075	1,021,154	…	…	568,616	463,459	512,744	-	-	-	-	-	-	-	-	-	-	218	6,109	148,419	1,032,075	1,021,154	…	…	568,616	463,459	512,744
2012	금천구	독산2동	12	208	1,893	13,239	13,105	…	…	8,146	5,093	1,038	-	-	-	-	-	-	-	-	-	-	12	208	1,893	13,239	13,105	…	…	8,146	5,093	1,038
2012	금천구	독산3동	55	886	10,087	77,319	76,750	…	…	50,499	26,820	5,626	-	-	-	-	-	-	-	-	-	-	55	886	10,087	77,319	76,750	…	…	50,499	26,820	5,626
2012	금천구	독산4동	20	379	4,470	35,363	35,263	…	…	21,028	14,335	2,743	-	-	-	-	-	-	-	-	-	-	20	379	4,470	35,363	35,263	…	…	21,028	14,335	2,743
2012	금천구	시흥1동	34	736	15,723	118,468	118,352	…	…	87,090	31,378	25,687	-	-	-	-	-	-	-	-	-	-	34	736	15,723	118,468	118,352	…	…	87,090	31,378	25,687
2012	금천구	시흥3동	9	146	4,271	17,773	17,809	…	…	7,590	10,183	6,416	-	-	-	-	-	-	-	-	-	-	9	146	4,271	17,773	17,809	…	…	7,590	10,183	6,416
2012	금천구	시흥4동	3	39	527	1,586	1,561	…	…	773	813	132	-	-	-	-	-	-	-	-	-	-	3	39	527	1,586	1,561	…	…	773	813	132
2012	금천구	시흥5동	4	92	1,841	9,853	9,672	…	…	5,518	4,335	179	-	-	-	-	-	-	-	-	-	-	4	92	1,841	9,853	9,672	…	…	5,518	4,335	179
2012	영등포구	소계	219	5,995	174,672	1,970,820	1,967,477	92,525	95,868	1,161,729	809,091	709,726	-	-	-	-	-	-	-	-	-	-	219	5,995	174,672	1,970,820	1,967,477	92,525	95,868	1,161,729	809,091	709,726
2012	영등포구	여의동	3	112	3,212	12,983	12,983	…	…	6,237	6,746	341	-	-	-	-	-	-	-	-	-	-	3	112	3,212	12,983	12,983	…	…	6,237	6,746	341
2012	영등포구	당산1동	8	176	3,591	20,235	20,124	…	…	10,776	9,459	2,642	-	-	-	-	-	-	-	-	-	-	8	176	3,591	20,235	20,124	…	…	10,776	9,459	2,642
2012	영등포구	당산2동	10	318	6,235	72,059	72,198	…	…	40,607	31,452	30,775	-	-	-	-	-	-	-	-	-	-	10	318	6,235	72,059	72,198	…	…	40,607	31,452	30,775
2012	영등포구	양평1동	31	720	19,295	143,408	143,682	…	…	84,291	59,117	28,783	-	-	-	-	-	-	-	-	-	-	31	720	19,295	143,408	143,682	…	…	84,291	59,117	28,783
2012	영등포구	양평2동	26	1,220	44,817	764,549	766,083	…	…	382,886	381,663	413,874	-	-	-	-	-	-	-	-	-	-	26	1,220	44,817	764,549	766,083	…	…	382,886	381,663	413,874
2012	영등포구	신길4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	영등포구	신길5동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	영등포구	신길6동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	영등포구	신길7동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	영등포구	대림1동	4	55	669	4,114	4,122	…	…	2,476	1,638	69	-	-	-	-	-	-	-	-	-	-	4	55	669	4,114	4,122	…	…	2,476	1,638	69
2012	영등포구	대림2동	4	58	860	4,934	4,969	…	…	3,053	1,881	308	-	-	-	-	-	-	-	-	-	-	4	58	860	4,934	4,969	…	…	3,053	1,881	308
2012	영등포구	대림3동	25	537	8,429	58,273	58,420	…	…	38,925	19,348	13,921	-	-	-	-	-	-	-	-	-	-	25	537	8,429	58,273	58,420	…	…	38,925	19,348	13,921
2012	영등포구	영등포본동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	영등포구	영등포동	14	403	10,077	115,993	116,125	…	…	56,419	59,574	72,378	-	-	-	-	-	-	-	-	-	-	14	403	10,077	115,993	116,125	…	…	56,419	59,574	72,378
2012	영등포구	도림동	3	48	892	6,512	6,500	…	…	4,241	2,271	405	-	-	-	-	-	-	-	-	-	-	3	48	892	6,512	6,500	…	…	4,241	2,271	405
2012	영등포구	문래동	83	1,870	65,043	689,229	683,486	…	…	496,010	193,219	143,769	-	-	-	-	-	-	-	-	-	-	83	1,870	65,043	689,229	683,486	…	…	496,010	193,219	143,769
2012	동작구	소계	37	901	18,261	105,008	104,592	4,264	4,680	59,795	45,213	59,386	1	X	X	X	X	X	X	X	X	X	36	832	14,775	93,066	92,650	4,264	4,680	57,308	35,758	17,662
2012	동작구	노량진2동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	동작구	상도1동	3	79	1,865	12,973	13,618	…	…	8,975	3,998	995	-	-	-	-	-	-	-	-	-	-	3	79	1,865	12,973	13,618	…	…	8,975	3,998	995
2012	동작구	상도2동	5	61	1,159	4,929	4,982	…	…	3,137	1,792	227	-	-	-	-	-	-	-	-	-	-	5	61	1,159	4,929	4,982	…	…	3,137	1,792	227
2012	동작구	상도3동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	동작구	상도4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	동작구	사당3동	3	42	558	2,481	2,481	…	…	1,102	1,379	389	-	-	-	-	-	-	-	-	-	-	3	42	558	2,481	2,481	…	…	1,102	1,379	389
2012	동작구	사당4동	2	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	X	X	X	X	X
2012	동작구	대방동	7	156	1,918	11,549	11,918	…	…	8,173	3,376	3,990	-	-	-	-	-	-	-	-	-	-	7	156	1,918	11,549	11,918	…	…	8,173	3,376	3,990
2012	동작구	신대방1동	1	X	X	X	X	X	X	X	X	X	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-
2012	동작구	신대방2동	6	110	1,109	6,401	6,510	…	…	3,813	2,588	297	-	-	-	-	-	-	-	-	-	-	6	110	1,109	6,401	6,510	…	…	3,813	2,588	297
2012	동작구	흑석동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	동작구	사당2동	4	156	2,902	8,427	8,018	…	…	2,585	5,842	7,263	-	-	-	-	-	-	-	-	-	-	4	156	2,902	8,427	8,018	…	…	2,585	5,842	7,263
2012	관악구	소계	120	2,442	45,449	343,945	345,558	20,861	19,248	184,482	159,463	80,077	-	-	-	-	-	-	-	-	-	-	120	2,442	45,449	343,945	345,558	20,861	19,248	184,482	159,463	80,077
2012	관악구	보라매동	3	36	462	1,792	1,515	…	…	803	989	81	-	-	-	-	-	-	-	-	-	-	3	36	462	1,792	1,515	…	…	803	989	81
2012	관악구	행운동	4	80	973	5,420	5,424	…	…	3,113	2,307	809	-	-	-	-	-	-	-	-	-	-	4	80	973	5,420	5,424	…	…	3,113	2,307	809
2012	관악구	낙성대동	7	128	2,397	17,094	17,107	…	…	11,355	5,739	1,619	-	-	-	-	-	-	-	-	-	-	7	128	2,397	17,094	17,107	…	…	11,355	5,739	1,619
2012	관악구	중앙동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	관악구	인헌동	9	370	11,388	125,637	126,021	…	…	73,909	51,728	39,137	-	-	-	-	-	-	-	-	-	-	9	370	11,388	125,637	126,021	…	…	73,909	51,728	39,137
2012	관악구	남현동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	관악구	서원동	3	86	2,341	28,551	29,995	…	…	18,997	9,554	5,300	-	-	-	-	-	-	-	-	-	-	3	86	2,341	28,551	29,995	…	…	18,997	9,554	5,300
2012	관악구	신원동	5	67	1,078	4,705	4,315	…	…	2,302	2,403	146	-	-	-	-	-	-	-	-	-	-	5	67	1,078	4,705	4,315	…	…	2,302	2,403	146
2012	관악구	서림동	1	X	X	X	X	X	X	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	X	X	X	X	X
2012	관악구	신사동	14	202	2,666	10,102	10,102	…	…	5,010	5,092	175	-	-	-	-	-	-	-	-	-	-	14	202	2,666	10,102	10,102	…	…	5,010	5,092	175
2012	관악구	신림동	3	59	686	3,582	3,582	…	…	1,830	1,752	25	-	-	-	-	-	-	-	-	-	-	3	59	686	3,582	3,582	…	…	1,830	1,752	25
