기간	자치구	동	합계	합계	합계	국민기초생활보장수급권자	국민기초생활보장수급권자	국민기초생활보장수급권자	저소득노인	저소득노인	저소득노인	일반	일반	일반
2008	서초구	서초1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	서초2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	서초3동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	서초4동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	잠원동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	반포본동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	반포1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	반포2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	반포3동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	반포4동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	방배본동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	방배1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	방배2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	방배3동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	방배4동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	양재1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	양재2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	서초구	내곡동	…	…	…	…	…	…	…	…	…	…	…	…
2008	강남구	소계	7,802	1,920	5,882	940	171	769	457	71	386	6,405	1,678	4,727
2008	강남구	신사동	300	68	232	16	4	12	29	4	25	255	60	195
2008	강남구	논현1동	357	127	230	31	9	22	5	1	4	321	117	204
2008	강남구	논현2동	322	100	222	17	7	10	1	-	1	304	93	211
2008	강남구	압구정1동	316	75	241	7	1	6	-	-	-	309	74	235
2008	강남구	압구정2동	223	40	183	5	2	3	-	-	-	218	38	180
2008	강남구	청담1동	265	55	210	16	1	15	1	-	1	248	54	194
2008	강남구	청담2동	137	39	98	8	2	6	14	1	13	115	36	79
2008	강남구	삼성1동	207	61	146	13	3	10	16	4	12	178	54	124
2008	강남구	삼성2동	325	86	239	19	4	15	30	5	25	276	77	199
2008	강남구	대치1동	176	47	129	2	-	2	4	-	4	170	47	123
2008	강남구	대치2동	226	46	180	-	-	-	-	-	-	226	46	180
2008	강남구	대치3동	227	55	172	1	1	-	49	8	41	177	46	131
2008	강남구	대치4동	232	74	158	30	8	22	23	3	20	179	63	116
2008	강남구	역삼1동	480	181	299	31	5	26	1	1	-	448	175	273
2008	강남구	역삼2동	408	88	320	28	4	24	25	6	19	355	78	277
2008	강남구	도곡1동	283	160	123	11	-	11	26	3	23	246	157	89
2008	강남구	도곡2동	425	104	321	4	1	3	21	5	16	400	98	302
2008	강남구	개포1동	371	64	307	12	-	12	-	-	-	359	64	295
2008	강남구	개포2동	366	53	313	44	5	39	52	4	48	270	44	226
2008	강남구	개포3동	90	14	76	1	-	1	2	1	1	87	13	74
2008	강남구	개포4동	263	12	251	26	1	25	-	-	-	237	11	226
2008	강남구	일원본동	265	52	213	5	2	3	22	2	20	238	48	190
2008	강남구	일원1동	436	83	353	140	17	123	2	-	2	294	66	228
2008	강남구	일원2동	345	58	287	97	19	78	61	7	54	187	32	155
2008	강남구	수서동	633	138	495	354	67	287	43	7	36	236	64	172
2008	강남구	세곡동	124	40	84	22	8	14	30	9	21	72	23	49
2008	송파구	소계	4,674	1,176	3,498	610	114	496	212	53	159	3,852	1,009	2,843
2008	송파구	풍납1동	258	55	203	44	10	34	15	2	13	199	43	156
2008	송파구	풍납2동	156	51	105	14	3	11	3	1	2	139	47	92
2008	송파구	거여1동	41	5	36	15	1	14	7	1	6	19	3	16
2008	송파구	거여2동	309	65	244	62	14	48	3	-	3	244	51	193
2008	송파구	마천1동	359	94	265	91	19	72	22	11	11	246	64	182
2008	송파구	마천2동	335	85	250	84	16	68	3	-	3	248	69	179
2008	송파구	방이1동	102	34	68	7	4	3	13	3	10	82	27	55
2008	송파구	방이2동	366	99	267	23	2	21	7	3	4	336	94	242
2008	송파구	오륜동	11	2	9	-	-	-	-	-	-	11	2	9
2008	송파구	오금동	360	101	259	27	4	23	4	1	3	329	96	233
2008	송파구	송파1동	232	75	157	18	3	15	2	1	1	212	71	141
2008	송파구	송파2동	131	32	99	7	1	6	1	-	1	123	31	92
2008	송파구	석촌동	274	83	191	44	11	33	2	-	2	228	72	156
2008	송파구	삼전동	214	54	160	50	7	43	75	24	51	89	23	66
2008	송파구	가락본동	186	47	139	24	4	20	7	-	7	155	43	112
2008	송파구	가락1동	199	35	164	6	-	6	-	-	-	193	35	158
2008	송파구	가락2동	27	8	19	14	6	8	2	-	2	11	2	9
2008	송파구	문정1동	93	24	69	9	2	7	9	2	7	75	20	55
2008	송파구	문정2동	19	3	16	3	-	3	15	2	13	1	1	-
2008	송파구	장지동	142	29	113	16	1	15	11	2	9	115	26	89
2008	송파구	잠실본동	404	119	285	47	6	41	10	-	10	347	113	234
2008	송파구	잠실4동	37	5	32	2	-	2	1	-	1	34	5	29
2008	송파구	잠실6동	67	10	57	2	-	2	-	-	-	65	10	55
2008	송파구	잠실7동	82	17	65	-	-	-	-	-	-	82	17	65
2008	송파구	잠실3동	270	44	226	1	-	1	-	-	-	269	44	225
2008	강동구	소계	6,924	2,269	4,655	1,077	220	857	2,324	643	1,681	3,523	1,406	2,117
2008	강동구	강일동	16	10	6	1	1	-	10	6	4	5	3	2
2008	강동구	상일동	443	110	333	39	6	33	116	34	82	288	70	218
2008	강동구	명일1동	424	83	341	27	4	23	267	40	227	130	39	91
2008	강동구	명일2동	192	49	143	13	2	11	45	11	34	134	36	98
2008	강동구	고덕1동	269	51	218	22	1	21	77	11	66	170	39	131
2008	강동구	고덕2동	401	83	318	72	12	60	124	19	105	205	52	153
2008	강동구	암사2동	162	39	123	18	3	15	29	10	19	115	26	89
2008	강동구	암사3동	187	45	142	11	1	10	8	2	6	168	42	126
2008	강동구	천호1동	503	141	362	82	14	68	226	64	162	195	63	132
2008	강동구	천호3동	519	181	338	96	26	70	197	67	130	226	88	138
2008	강동구	성내1동	196	52	144	25	5	20	40	16	24	131	31	100
2008	강동구	성내2동	449	153	296	119	37	82	90	26	64	240	90	150
2008	강동구	성내3동	294	93	201	41	5	36	19	5	14	234	83	151
2008	강동구	둔촌1동	241	85	156	3	-	3	14	3	11	224	82	142
2008	강동구	둔촌2동	453	123	330	58	13	45	191	38	153	204	72	132
2008	강동구	암사1동	889	542	347	148	19	129	126	31	95	615	492	123
2008	강동구	천호2동	656	258	398	211	57	154	270	118	152	175	83	92
2008	강동구	길동	630	171	459	91	14	77	475	142	333	64	15	49
