기간	자치구	동	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관
2012	동작구	상도3동	3	-	-	1	-	-	1	-	1	-	-	-	-	-	-	-
2012	동작구	상도4동	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-
2012	동작구	사당1동	9	-	1	1	2	1	1	-	1	-	1	1	-	-	-	-
2012	동작구	사당3동	3	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-
2012	동작구	대방동	6	-	2	-	2	-	2	-	-	-	-	-	-	-	-	-
2012	동작구	신대방1동	4	-	1	-	1	-	-	1	1	-	-	-	-	-	-	-
2012	동작구	신대방2동	8	-	2	-	-	-	2	-	1	-	1	2	-	-	-	-
2012	동작구	흑석동	8	-	3	-	2	-	1	-	1	-	-	1	-	-	-	-
2012	동작구	노량진1동	6	-	-	-	1	-	1	-	1	-	1	1	1	-	-	-
2012	동작구	사당2동	2	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-
2012	관악구	계	60	-	14	4	13	2	10	1	4	-	5	5	2	-	-	-
2012	관악구	보라매동	4	-	1	1	1	-	-	-	-	-	-	1	-	-	-	-
2012	관악구	청림동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2012	관악구	행운동	5	-	2	-	1	1	1	-	-	-	-	-	-	-	-	-
2012	관악구	낙성대동	4	-	-	-	1	-	-	-	1	-	-	1	1	-	-	-
2012	관악구	중앙동	3	-	1	1	1	-	-	-	-	-	-	-	-	-	-	-
2012	관악구	인헌동	4	-	1	-	1	-	1	-	1	-	-	-	-	-	-	-
2012	관악구	서원동	3	-	-	1	1	-	1	-	-	-	-	-	-	-	-	-
2012	관악구	신원동	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
2012	관악구	서림동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2012	관악구	신사동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2012	관악구	신림동	5	-	1	-	1	1	-	-	1	-	1	-	-	-	-	-
2012	관악구	난향동	2	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-
2012	관악구	조원동	2	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-
2012	관악구	대학동	11	-	2	-	2	-	3	1	-	-	-	2	1	-	-	-
2012	관악구	청룡동	7	-	2	-	1	-	2	-	1	-	1	-	-	-	-	-
2012	관악구	난곡동	2	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-
2012	관악구	미성동	4	-	1	-	1	-	1	-	-	-	-	1	-	-	-	-
2012	서초구	계	242	-	35	18	33	20	43	15	32	2	18	14	4	5	1	2
2012	서초구	서초1동	17	-	3	1	2	3	1	2	1	-	1	1	1	-	1	-
2012	서초구	서초2동	27	-	2	4	5	2	2	-	4	2	2	1	1	2	-	-
2012	서초구	서초3동	45	-	7	2	5	2	10	1	9	-	5	4	-	-	-	-
2012	서초구	서초4동	20	-	4	1	2	1	5	3	2	-	-	-	1	-	-	1
2012	서초구	잠원동	12	-	1	2	2	1	3	-	2	-	-	-	-	1	-	-
2012	서초구	반포본동	7	-	1	1	1	1	1	-	1	-	-	1	-	-	-	-
2012	서초구	반포1동	12	-	2	2	1	1	2	-	1	-	2	1	-	-	-	-
2012	서초구	반포2동	10	-	-	1	-	1	3	1	1	-	2	-	-	1	-	-
2012	서초구	반포3동	8	-	2	-	2	1	-	1	1	-	1	-	-	-	-	-
2012	서초구	반포4동	21	-	3	1	4	2	5	1	4	-	-	1	-	-	-	-
2012	서초구	방배본동	8	-	2	1	2	-	1	1	1	-	-	-	-	-	-	-
2012	서초구	방배1동	5	-	-	-	1	1	1	1	1	-	-	-	-	-	-	-
2012	서초구	방배2동	2	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-
2012	서초구	방배3동	5	-	1	-	1	-	-	1	1	-	1	-	-	-	-	-
2012	서초구	방배4동	16	-	1	1	3	-	3	1	2	-	2	2	-	-	-	1
2012	서초구	양재1동	12	-	3	-	1	2	2	1	1	-	1	-	1	-	-	-
2012	서초구	양재2동	15	-	2	1	1	2	4	1	-	-	1	3	-	-	-	-
2012	강남구	계	408	1	63	31	61	26	61	32	47	7	26	33	8	9	-	3
2012	강남구	신사동	17	-	2	1	3	-	4	2	1	-	1	1	1	-	-	1
2012	강남구	논현1동	17	-	2	1	3	2	2	1	1	-	3	1	1	-	-	-
2012	강남구	논현2동	31	-	4	3	6	3	3	1	4	-	2	3	1	1	-	-
2012	강남구	삼성1동	38	-	7	2	4	4	4	3	8	1	2	2	-	1	-	-
2012	강남구	삼성2동	22	-	3	4	1	1	3	-	3	1	2	2	1	1	-	-
2012	강남구	대치1동	19	-	3	2	2	2	2	1	2	1	1	1	-	2	-	-
2012	강남구	대치4동	22	-	3	2	2	1	4	-	1	-	3	4	1	-	-	1
2012	강남구	역삼1동	66	-	8	4	14	4	11	6	4	1	4	7	3	-	-	-
2012	강남구	역삼2동	21	1	4	1	2	-	3	3	2	1	2	2	-	-	-	-
2012	강남구	도곡1동	13	-	3	1	1	-	2	1	1	1	1	2	-	-	-	-
2012	강남구	도곡2동	24	-	4	3	4	1	3	2	3	-	2	1	-	1	-	-
2012	강남구	개포1동	3	-	-	1	-	1	1	-	-	-	-	-	-	-	-	-
2012	강남구	개포4동	5	-	1	-	2	-	-	-	1	-	-	1	-	-	-	-
2012	강남구	일원본동	6	-	1	-	1	1	2	1	-	-	-	-	-	-	-	-
2012	강남구	일원1동	3	-	1	-	-	-	-	-	1	-	-	1	-	-	-	-
2012	강남구	일원2동	4	-	2	-	1	-	-	-	1	-	-	-	-	-	-	-
2012	강남구	수서동	4	-	1	-	1	-	-	-	1	-	1	-	-	-	-	-
2012	강남구	압구정동	37	-	6	5	5	4	6	3	5	-	1	1	-	1	-	-
2012	강남구	청담동	21	-	4	1	3	-	2	3	4	-	1	2	-	1	-	-
2012	강남구	대치2동	28	-	3	-	5	2	7	4	3	1	-	2	-	-	-	1
2012	강남구	개포2동	7	-	1	-	1	-	2	1	1	-	-	-	-	1	-	-
2012	송파구	계	174	-	31	14	26	10	28	10	24	2	10	12	5	2	-	-
2012	송파구	풍납2동	5	-	1	-	-	1	1	-	1	-	1	-	-	-	-	-
2012	송파구	거여2동	4	-	1	-	1	-	-	-	1	-	-	1	-	-	-	-
2012	송파구	마천1동	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
2012	송파구	마천2동	2	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-
2012	송파구	방이1동	2	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-
2012	송파구	방이2동	7	-	2	-	1	-	1	1	1	-	1	-	-	-	-	-
2012	송파구	오륜동	9	-	1	1	1	2	1	1	1	-	-	-	1	-	-	-
2012	송파구	오금동	7	-	-	-	1	-	1	-	2	-	1	1	1	-	-	-
2012	송파구	송파1동	7	-	1	1	2	1	-	-	-	-	1	1	-	-	-	-
2012	송파구	송파2동	4	-	1	-	-	-	1	1	1	-	-	-	-	-	-	-
2012	송파구	석촌동	11	-	4	-	1	-	2	1	2	-	-	-	1	-	-	-
2012	송파구	삼전동	7	-	1	-	3	1	-	1	-	-	1	-	-	-	-	-
2012	송파구	가락본동	12	-	2	2	2	1	1	-	1	-	1	2	-	-	-	-
2012	송파구	가락1동	3	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-
2012	송파구	가락2동	9	-	2	-	1	-	1	1	3	-	-	1	-	-	-	-
2012	송파구	문정1동	6	-	1	1	1	1	2	-	-	-	-	-	-	-	-	-
2012	송파구	문정2동	9	-	1	1	1	-	2	1	1	1	1	-	-	-	-	-
2012	송파구	장지동	3	-	-	-	-	-	1	-	1	-	-	1	-	-	-	-
2012	송파구	잠실본동	14	-	2	2	2	1	2	1	2	-	1	1	-	-	-	-
2012	송파구	잠실4동	10	-	2	1	2	-	2	-	1	-	1	1	-	-	-	-
2012	송파구	잠실6동	16	-	3	1	1	1	4	1	3	-	-	-	1	1	-	-
2012	송파구	잠실7동	5	-	1	1	1	-	1	-	1	-	-	-	-	-	-	-
2012	송파구	잠실2동	10	-	2	1	1	-	-	1	1	1	1	1	-	1	-	-
2012	송파구	잠실3동	11	-	2	-	3	1	4	-	1	-	-	-	-	-	-	-
2012	강동구	계	82	-	17	6	16	4	11	3	12	-	6	5	2	-	-	-
2012	강동구	강일동	4	-	1	-	1	1	-	-	-	-	1	-	-	-	-	-
2012	강동구	상일동	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-
2012	강동구	명일1동	8	-	2	1	2	-	2	-	1	-	-	-	-	-	-	-
2012	강동구	명일2동	8	-	1	1	1	1	1	1	1	-	-	1	-	-	-	-
2012	강동구	고덕2동	2	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-
2012	강동구	암사2동	3	-	1	-	1	-	1	-	-	-	-	-	-	-	-	-
2012	강동구	암사3동	4	-	1	1	1	-	1	-	-	-	-	-	-	-	-	-
2012	강동구	천호1동	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-
2012	강동구	천호3동	3	-	-	-	-	-	1	-	1	-	1	-	-	-	-	-
2012	강동구	성내1동	7	-	1	-	2	-	-	1	1	-	1	1	-	-	-	-
2012	강동구	성내2동	4	-	1	1	1	1	-	-	-	-	-	-	-	-	-	-
2012	강동구	성내3동	6	-	1	-	1	1	1	-	1	-	1	-	-	-	-	-
2012	강동구	둔촌1동	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-
2012	강동구	둔촌2동	7	-	3	1	1	-	1	-	1	-	-	-	-	-	-	-
2012	강동구	암사1동	4	-	-	-	-	-	-	-	1	-	1	1	1	-	-	-
2012	강동구	천호2동	7	-	1	1	1	-	1	1	1	-	-	1	-	-	-	-
2012	강동구	길동	9	-	3	-	1	-	1	-	1	-	1	1	1	-	-	-
