,읍면동명,자치구,선거인수,새누리당,더불어민주당,국민의당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,중위연령,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급
184,상도3동,동작구,21262,4046.0,4592,3273.0,727,13.4,18.9,141.2,946,2683,12.37,40.9,637,854.0,3.0,11.167,1132.0
185,상도4동,동작구,23461,4242.0,4814,3152.0,1032,14.3,18.0,126.2,983,2910,10.48,41.0,794,921.0,1.0,11.833,1290.0
186,대방동,동작구,30133,6326.0,6522,4716.0,990,17.0,15.3,89.9,1660,12152,12.47,39.8,1072,745.0,5.0,10.417,1592.0
187,신대방1동,동작구,19328,4439.0,4095,2974.0,604,17.1,14.7,85.9,1060,4364,12.92,42.1,302,626.0,3.0,9.917,801.0
188,신대방2동,동작구,16606,3614.0,3590,2520.0,500,19.0,16.8,88.3,1219,24086,12.47,39.3,327,559.0,7.0,9.583,744.0
189,상도1동,동작구,37685,10017.0,7738,5599.0,1339,15.2,15.8,104.1,1704,8381,11.03,37.6,839,1134.0,5.0,9.917,1551.0
190,흑석동,동작구,27515,7824.0,4873,3523.0,1129,13.0,19.8,151.8,1495,10142,11.77,40.6,575,878.0,6.0,10.833,1227.0
191,사당1동,동작구,19920,4459.0,3922,3297.0,622,8.9,15.9,179.4,1845,9566,13.88,39.0,366,741.0,10.0,8.75,789.0
192,사당2동,동작구,24979,7181.0,4723,3710.0,844,14.5,19.7,135.8,1651,5818,15.02,41.7,380,607.0,2.0,8.667,906.0
193,사당3동,동작구,19577,5813.0,3455,3104.0,585,16.0,19.9,124.7,1005,4316,10.65,41.7,237,557.0,1.0,11.5,773.0
194,사당4동,동작구,12642,3212.0,2392,2305.0,469,12.1,18.9,155.3,684,1738,11.26,41.0,303,457.0,1.0,10.25,538.0
195,사당5동,동작구,10867,2796.0,2130,1776.0,347,15.5,17.2,110.6,506,1709,11.26,40.0,255,318.0,4.0,10.999,498.0
196,공덕동,마포구,31165,6063.0,9019,1875.0,1378,12.9,17.9,139.2,2764,18875,13.35,41.8,783,725.0,10.0,9.25,1527.0
197,아현동,마포구,22788,4884.0,7539,1139.0,527,16.9,14.3,84.9,1745,12598,12.72,39.2,472,817.0,8.0,8.583,712.0
198,도화동,마포구,18992,4234.0,6248,1080.0,645,15.6,19.1,122.6,2012,15583,13.02,41.4,387,423.0,8.0,9.083,781.0
199,용강동,마포구,16684,3689.0,5980,838.0,623,22.0,15.4,69.9,2608,19216,13.69,39.6,231,436.0,9.0,8.417,599.0
200,대흥동,마포구,11490,1966.0,3284,664.0,515,7.5,15.9,213.0,1583,9646,12.57,36.8,281,208.0,6.0,9.0,451.0
201,염리동,마포구,11827,2197.0,3433,587.0,476,13.3,18.6,140.0,720,3618,15.0,40.9,316,318.0,4.0,9.417,442.0
202,신수동,마포구,16229,3406.0,5455,883.0,527,16.5,17.2,103.7,1174,5334,14.82,40.1,253,496.0,1.0,8.917,712.0
203,서강동,마포구,20777,4363.0,5515,1835.0,535,15.1,13.5,89.0,1699,11958,17.36,37.7,215,772.0,4.0,6.5829999999999975,712.0
204,서교동,마포구,23015,3979.0,5749,1869.0,614,8.6,14.4,167.7,9536,62203,17.71,36.8,279,451.0,23.0,6.1670000000000025,744.0
205,합정동,마포구,15918,2996.0,3785,1348.0,525,13.6,15.4,112.9,2049,14716,16.4,37.3,362,391.0,4.0,7.25,594.0
206,망원1동,마포구,18564,3353.0,4216,1766.0,720,12.7,17.9,140.1,1771,4705,13.44,40.3,598,584.0,2.0,9.334,852.0
207,망원2동,마포구,16301,3334.0,3840,1666.0,492,16.9,17.6,104.0,1362,5226,14.98,40.5,383,662.0,3.0,8.583,812.0
208,연남동,마포구,15406,2869.0,3855,1327.0,462,10.1,16.3,162.1,1506,5926,20.45,38.7,210,467.0,1.0,6.5,575.0
209,성산1동,마포구,16797,2916.0,3818,1536.0,538,13.4,16.2,121.4,1539,11078,11.18,40.4,430,369.0,2.0,9.083,683.0
210,성산2동,마포구,30740,6172.0,7928,3138.0,1313,18.4,17.7,96.1,1782,11771,11.28,40.5,1590,1254.0,4.0,9.083,1970.0
211,상암동,마포구,24177,4970.0,6893,2543.0,378,26.5,14.1,53.2,2341,38152,20.5,38.8,588,1330.0,12.0,6.0829999999999975,1226.0
212,충현동,서대문구,15158,3700.0,4197,0.0,760,11.0,20.3,185.5,1812,25628,10.87,43.8,408,594.0,7.0,10.417,751.0
213,천연동,서대문구,15554,4164.0,5409,0.0,872,18.4,21.5,116.7,922,2835,8.89,42.5,535,498.0,1.0,10.417,784.0
214,북아현동,서대문구,10083,2523.0,3164,0.0,484,13.1,18.6,141.6,790,2099,14.05,42.2,289,425.0,2.0,10.167,518.0
215,신촌동,서대문구,15787,2742.0,4883,0.0,528,8.5,11.0,128.9,3642,37929,15.73,29.5,496,495.0,13.0,7.25,507.0
216,연희동,서대문구,31740,7549.0,10211,0.0,1245,11.9,18.6,156.6,2248,11127,9.34,39.8,611,769.0,8.0,9.417,1392.0
217,홍제1동,서대문구,19130,4945.0,6380,0.0,832,14.8,21.5,144.8,1119,4489,11.8,43.5,462,543.0,2.0,9.833,951.0
218,홍제2동,서대문구,12579,3563.0,4428,0.0,498,14.6,21.2,144.8,590,1677,10.17,44.3,343,421.0,1.0,8.917,644.0
219,홍제3동,서대문구,15662,3733.0,4360,978.0,760,12.5,24.5,195.7,1255,3790,9.56,45.7,556,491.0,3.0,11.25,920.0
220,홍은1동,서대문구,19617,5068.0,5529,1151.0,897,14.2,22.8,160.9,981,2470,12.84,45.0,603,449.0,1.0,10.583,1037.0
221,홍은2동,서대문구,23728,5412.0,6411,1369.0,891,13.8,20.2,146.8,1168,5372,13.27,43.3,784,474.0,4.0,9.917,1307.0
222,남가좌1동,서대문구,10513,2632.0,3650,643.0,340,26.1,15.8,60.3,733,2047,16.51,38.8,168,381.0,3.0,11.167,511.0
223,남가좌2동,서대문구,21743,4879.0,6399,1326.0,826,14.1,21.2,150.5,1308,4207,13.99,43.0,724,611.0,4.0,9.083,1039.0
224,북가좌1동,서대문구,15498,4075.0,4525,1156.0,388,19.9,18.0,90.3,642,3126,14.02,41.0,267,461.0,2.0,8.667,721.0
225,북가좌2동,서대문구,27555,5843.0,7454,2102.0,1161,14.2,20.1,142.1,2330,7183,7.73,42.9,843,699.0,4.0,11.667,1544.0
226,잠원동,서초구,25413,8373.0,4004,1942.0,695,19.4,12.2,63.1,2273,16956,12.19,39.6,172,417.0,11.0,8.083,607.0
227,반포본동,서초구,9374,3638.0,1433,771.0,252,22.8,18.5,81.2,677,2727,13.0,42.4,9,16.0,5.0,9.833,195.0
228,반포1동,서초구,23648,6433.0,3446,1768.0,545,19.5,11.4,58.1,1517,8836,14.83,38.0,196,427.0,11.0,7.0829999999999975,546.0
229,반포2동,서초구,14071,5606.0,1895,1127.0,322,28.2,15.6,55.2,452,2841,10.4,40.0,13,590.0,6.0,9.083,352.0
230,반포3동,서초구,15295,5610.0,2255,1266.0,381,23.3,14.3,61.3,922,7073,13.45,40.1,18,457.0,5.0,9.334,344.0
231,반포4동,서초구,15271,5104.0,2355,1168.0,359,20.9,14.4,68.8,3594,32423,11.77,39.7,56,832.0,19.0,9.083,363.0
232,방배본동,서초구,16633,5566.0,2736,1410.0,413,19.5,15.9,81.4,1670,10580,13.59,41.0,162,131.0,6.0,8.167,492.0
233,방배1동,서초구,13905,4028.0,2707,1324.0,385,14.1,16.7,118.2,1767,14930,12.85,39.7,176,146.0,5.0,8.334,454.0
234,방배4동,서초구,20048,6077.0,3798,1845.0,523,17.6,15.3,86.9,2384,14073,10.99,39.7,213,497.0,13.0,8.75,671.0
235,서초1동,서초구,16838,4758.0,3186,1311.0,439,17.0,14.8,87.1,3626,29810,12.47,39.2,226,668.0,13.0,8.999,448.0
236,서초2동,서초구,16469,4924.0,2972,1212.0,400,17.3,14.1,81.3,4406,48060,14.55,38.8,76,679.0,31.0,8.25,358.0
237,서초3동,서초구,24265,6998.0,4288,1925.0,623,12.9,16.7,129.4,7466,74335,14.26,41.0,192,549.0,32.0,8.667,644.0
238,서초4동,서초구,21054,7134.0,3398,1444.0,442,24.3,15.0,61.8,2916,27163,15.33,40.2,32,176.0,17.0,7.8329999999999975,405.0
239,방배2동,서초구,22494,5809.0,4736,2234.0,706,13.1,17.7,135.8,1957,17422,11.65,41.8,339,640.0,2.0,8.167,904.0
240,방배3동,서초구,19149,5774.0,3549,1633.0,518,13.8,17.5,127.3,1222,13934,10.88,42.5,267,419.0,4.0,10.75,588.0
241,양재1동,서초구,35222,8392.0,8793,2991.0,882,23.7,15.5,65.5,3631,46647,11.73,38.7,1537,1613.0,14.0,9.167,1953.0
242,양재2동,서초구,19129,3820.0,4728,1627.0,476,14.8,12.2,82.1,5257,50006,10.54,38.7,368,545.0,15.0,9.25,664.0
243,내곡동,서초구,14156,3643.0,3514,1164.0,450,24.5,19.6,80.0,667,9411,13.34,39.1,621,1151.0,1.0,11.417,884.0
244,성북동,성북구,14695,3258.0,3995,1093.0,608,13.0,20.8,159.5,1107,5286,13.1,42.4,370,240.0,4.0,10.833,597.0
245,삼선동,성북구,23038,4800.0,6370,1926.0,898,13.3,18.1,136.1,1849,10526,12.76,40.9,781,526.0,8.0,9.667,981.0
246,동선동,성북구,13902,2531.0,4108,1104.0,506,10.0,15.4,153.5,1936,10556,17.46,35.4,336,405.0,3.0,7.75,553.0
247,돈암2동,성북구,17562,4402.0,5243,1488.0,400,22.5,15.6,69.4,398,2168,13.32,40.8,239,530.0,4.0,10.167,652.0
248,안암동,성북구,13662,2531.0,3645,1189.0,497,7.2,13.4,185.8,1462,12928,13.34,32.8,335,408.0,6.0,8.833,618.0
249,보문동,성북구,12200,2492.0,2692,1028.0,539,10.9,17.4,159.1,1303,5195,12.74,41.7,380,300.0,4.0,9.667,605.0
250,정릉1동,성북구,14671,3409.0,4076,1458.0,472,18.6,18.6,99.9,732,2053,12.84,41.1,345,616.0,4.0,10.334000000000001,690.0
251,정릉2동,성북구,19340,4253.0,4886,1688.0,791,16.5,21.0,127.2,900,2871,12.22,43.1,639,349.0,3.0,10.5,970.0
252,정릉3동,성북구,13414,3004.0,2901,1054.0,777,10.9,22.0,201.0,667,4319,9.6,41.7,678,566.0,1.0,13.167,773.0
253,정릉4동,성북구,21851,4579.0,5808,1956.0,830,17.8,19.9,112.1,929,4283,12.49,42.3,772,986.0,4.0,10.583,1046.0
254,길음1동,성북구,27211,5712.0,9264,2457.0,580,28.0,14.8,52.8,968,3525,13.74,39.2,503,1126.0,6.0,8.667,1057.0
255,돈암1동,성북구,13529,2759.0,3301,1831.0,472,15.4,18.9,122.4,394,1788,9.9,42.9,426,358.0,4.0,10.25,637.0
256,길음2동,성북구,12921,2280.0,3066,1395.0,448,15.6,21.2,135.3,1296,4987,13.58,43.5,330,281.0,2.0,8.334,532.0
257,종암동,성북구,33014,6067.0,7925,4352.0,1258,17.2,17.6,102.3,2048,7309,12.45,40.2,1062,1409.0,2.0,9.667,1572.0
258,월곡1동,성북구,22129,3649.0,5767,2942.0,795,21.3,19.3,90.9,1376,5062,11.63,41.9,699,970.0,5.0,9.917,1184.0
259,월곡2동,성북구,17045,3227.0,3908,1989.0,596,14.9,19.0,127.4,1594,7909,13.05,41.4,590,628.0,5.0,8.25,930.0
260,장위1동,성북구,18992,3175.0,3377,2031.0,702,12.4,20.0,160.5,1028,2643,8.95,45.0,1230,467.0,1.0,10.75,1032.0
261,장위2동,성북구,17017,3274.0,2960,1720.0,811,12.2,23.2,190.8,1606,5015,10.34,46.0,998,636.0,3.0,10.25,998.0
262,장위3동,성북구,10979,2107.0,1947,1315.0,477,15.2,21.2,139.8,804,3480,7.96,45.0,618,459.0,4.0,10.917,688.0
263,석관동,성북구,28743,5206.0,5387,3187.0,1186,13.1,20.2,154.4,2163,9539,12.44,43.8,1055,773.0,4.0,9.667,1640.0
264,풍납1동,송파구,14664,3538.0,3093,1273.0,549,12.6,18.2,145.2,770,2443,11.04,44.4,451,358.0,1.0,9.833,712.0
265,풍납2동,송파구,20395,5110.0,5173,1817.0,484,17.5,14.5,82.9,1182,15395,11.0,39.4,393,1237.0,5.0,9.417,827.0
266,방이1동,송파구,12689,3502.0,2982,1174.0,257,15.9,12.8,80.5,1326,12889,14.25,40.4,175,287.0,2.0,8.083,417.0
267,방이2동,송파구,21189,4205.0,4870,1906.0,541,11.5,12.7,110.5,2969,22135,15.8,39.2,390,532.0,6.0,7.8329999999999975,835.0
268,오륜동,송파구,14598,5297.0,3245,1195.0,191,19.8,12.7,63.9,516,4514,8.14,41.4,5,113.0,6.0,14.167,311.0
269,송파1동,송파구,21989,4692.0,5342,2029.0,465,11.8,12.6,106.4,2487,13710,11.5,38.4,337,611.0,7.0,9.167,665.0
270,송파2동,송파구,17044,4822.0,4161,1594.0,279,16.6,13.2,79.5,936,6088,13.35,40.4,234,331.0,2.0,8.334,523.0
271,잠실4동,송파구,23128,6188.0,7727,1459.0,414,25.4,13.8,54.3,503,2071,16.7,38.5,25,749.0,4.0,7.9170000000000025,618.0
272,잠실6동,송파구,13979,4626.0,3029,1062.0,253,17.9,15.7,87.5,2493,39676,12.56,40.9,19,554.0,18.0,8.833,342.0
273,거여1동,송파구,11837,3129.0,2798,1169.0,371,15.7,16.1,102.9,881,3041,12.15,42.5,373,691.0,4.0,9.25,619.0
274,거여2동,송파구,17544,4158.0,4721,1561.0,637,16.1,19.5,120.9,951,4152,8.94,43.7,541,650.0,3.0,9.667,1000.0
275,마천1동,송파구,18270,4042.0,4367,1617.0,816,16.4,21.3,130.2,948,2165,12.66,44.4,1021,523.0,1.0,9.25,1258.0
276,마천2동,송파구,17552,3806.0,4263,1515.0,623,13.3,19.8,149.1,1373,4414,11.65,45.2,890,799.0,2.0,9.417,1145.0
277,오금동,송파구,29622,7297.0,7512,2639.0,742,13.5,14.7,108.6,2427,16661,11.54,41.8,599,820.0,6.0,9.083,1187.0
278,가락본동,송파구,22647,5057.0,5808,2076.0,500,13.2,12.3,93.1,3598,28777,13.67,40.4,276,671.0,10.0,7.999,761.0
279,가락2동,송파구,26433,6699.0,7757,2500.0,408,18.9,11.7,61.8,1909,10539,12.52,39.4,311,1248.0,6.0,8.417,898.0
280,문정1동,송파구,17613,4469.0,4534,1588.0,310,13.4,12.8,95.0,1381,8917,14.05,40.2,193,480.0,3.0,7.999,578.0
281,장지동,송파구,27317,6081.0,7704,2625.0,663,18.6,13.4,71.8,1426,10324,12.76,39.6,916,1053.0,3.0,8.25,1477.0
282,위례동,송파구,8596,1778.0,3155,662.0,112,31.5,8.0,25.5,329,2815,58.36,37.2,33,621.0,3.0,3.3339999999999996,454.0
283,석촌동,송파구,28410,0.0,6719,2632.0,772,12.6,12.8,101.3,2663,13767,12.96,39.0,622,956.0,8.0,8.583,1094.0
284,삼전동,송파구,27891,0.0,7055,2365.0,643,12.9,11.7,90.4,2050,14868,15.37,38.3,688,1043.0,4.0,7.999,987.0
285,가락1동,송파구,803,0.0,154,75.0,14,13.5,15.4,114.6,2865,10639,4.08,43.6,2,165.0,5.0,14.75,22.0
286,문정2동,송파구,15579,0.0,3755,1283.0,287,12.2,15.0,122.5,3823,24211,18.18,38.1,42,223.0,12.0,8.25,464.0
287,잠실본동,송파구,24668,0.0,5937,1958.0,601,10.8,12.1,111.3,3149,22442,18.45,38.7,464,732.0,9.0,7.5,838.0
288,잠실2동,송파구,25757,0.0,7011,1995.0,382,31.1,10.2,32.9,821,4616,18.15,38.3,14,478.0,8.0,5.999,550.0
289,잠실3동,송파구,27709,0.0,6679,2126.0,548,21.5,15.6,72.9,1580,10198,16.33,40.2,28,523.0,11.0,7.25,713.0
290,잠실7동,송파구,8280,0.0,1726,545.0,219,17.0,22.0,129.5,199,1194,9.55,43.8,4,595.5,4.0,11.917,204.0
291,목1동,양천구,23553,5982.0,7560,0.0,363,23.8,10.0,41.9,2943,20725,14.17,39.6,180,399.0,14.0,7.25,685.0
292,목2동,양천구,25248,5472.0,8047,0.0,602,14.1,12.4,88.0,1139,4094,12.47,38.8,523,801.0,2.0,10.75,1007.0
293,목3동,양천구,17511,3943.0,4993,0.0,529,13.1,14.7,112.5,1242,4644,12.48,40.3,646,551.0,4.0,9.5,836.0
294,목4동,양천구,20944,4275.0,6661,0.0,527,16.1,12.1,75.0,1326,3853,12.9,40.6,500,726.0,3.0,9.334,867.0
295,목5동,양천구,31232,8975.0,10160,0.0,443,23.6,9.9,42.0,1525,10258,11.67,40.2,13,697.0,9.0,8.25,730.0
296,신정1동,양천구,13381,3709.0,4343,0.0,351,21.4,13.0,60.7,1099,4929,13.28,41.0,222,352.0,5.0,9.083,550.0
297,신정2동,양천구,16568,3697.0,5695,0.0,419,18.0,12.9,71.7,1104,3612,12.05,41.9,426,431.0,1.0,8.833,743.0
298,신정6동,양천구,19120,5336.0,6637,0.0,258,20.2,9.9,49.0,738,5769,13.82,40.0,19,468.0,7.0,8.667,471.0
299,신정7동,양천구,24338,6269.0,7645,0.0,914,15.9,16.6,104.4,991,4481,10.9,43.1,1120,798.0,2.0,11.583,1362.0
300,신월1동,양천구,19416,4301.0,3521,1902.0,816,12.8,17.8,138.9,1775,5063,12.45,44.4,1135,1069.0,3.0,10.917,1222.0
301,신월2동,양천구,18324,4789.0,4039,1910.0,528,16.3,17.1,104.7,1239,3984,7.34,41.8,567,872.0,2.0,13.167,1013.0
302,신월3동,양천구,14433,3033.0,2707,1278.0,755,13.9,17.6,126.7,958,4277,8.98,43.5,1036,551.0,1.0,11.917,901.0
303,신월4동,양천구,15508,4250.0,3670,1489.0,353,20.1,16.7,83.2,1164,3745,9.19,40.6,267,916.0,1.0,12.5,875.0
304,신월5동,양천구,13214,3272.0,2740,1427.0,377,16.5,15.1,91.3,1010,4422,10.79,40.9,456,520.0,1.0,10.5,745.0
305,신월6동,양천구,9410,2331.0,2092,788.0,172,15.3,17.5,114.7,1460,3231,3.56,44.0,157,423.0,2.0,22.583000000000002,326.0
306,신월7동,양천구,19210,4692.0,4359,1974.0,755,14.5,19.1,132.2,1391,5695,8.99,43.3,656,936.0,2.0,12.167,1129.0
307,신정3동,양천구,40676,9530.0,10287,4113.0,1012,20.3,15.0,74.1,1882,9536,7.55,40.8,1440,1648.0,1.0,12.667,2205.0
308,신정4동,양천구,28911,6351.0,6303,3310.0,1004,12.8,16.5,129.5,3122,14941,12.97,41.5,943,1134.0,8.0,8.833,1533.0
309,영등포본동,영등포구,19311,4862.0,4786,1549.0,1010,13.7,16.6,121.2,1470,5715,14.63,43.7,653,497.0,4.0,9.167,1033.0
310,영등포동,영등포구,16828,3509.0,3611,1009.0,1240,7.7,16.6,215.9,6524,39392,10.91,41.0,1089,467.0,19.0,10.583,979.0
311,당산1동,영등포구,17819,4426.0,4951,1152.0,740,12.6,17.2,136.5,3183,18621,11.72,40.5,336,753.0,6.0,9.25,808.0
312,당산2동,영등포구,29153,7214.0,8847,1866.0,686,14.7,13.6,92.4,2306,21446,13.23,36.7,144,841.0,6.0,8.667,943.0
313,도림동,영등포구,16691,3625.0,4226,1085.0,802,12.0,15.9,132.7,984,3334,8.64,42.7,506,447.0,1.0,10.417,902.0
314,문래동,영등포구,24532,6703.0,7562,1577.0,832,22.2,17.0,76.5,5403,40679,9.98,39.1,202,838.0,9.0,11.334000000000001,909.0
315,양평1동,영등포구,13913,3318.0,3960,922.0,540,16.0,17.0,106.6,3246,23475,5.7,38.6,216,484.0,3.0,12.833,745.0
316,양평2동,영등포구,17272,4350.0,5243,1083.0,434,16.6,12.3,74.0,2154,19830,11.51,37.4,164,702.0,3.0,9.75,621.0
317,신길3동,영등포구,13152,3328.0,2933,970.0,698,13.6,18.2,133.5,985,2745,9.44,44.8,616,476.0,5.0,11.667,797.0
318,여의동,영등포구,26595,8150.0,6062,1578.0,991,19.3,21.9,113.6,7966,152605,13.21,42.1,64,2380.0,67.0,9.75,716.0
319,신길1동,영등포구,16540,3098.0,3675,1691.0,1022,9.8,18.9,193.4,1176,6721,8.16,44.2,650,522.0,2.0,11.167,932.0
320,신길4동,영등포구,9853,2006.0,2188,1123.0,524,10.7,20.0,186.3,491,1691,8.76,46.8,494,544.0,1.0,12.167,550.0
321,신길5동,영등포구,12195,2395.0,2516,1425.0,548,11.2,18.2,162.5,655,3031,9.77,46.5,466,240.0,4.0,12.083,671.0
322,신길6동,영등포구,17836,3614.0,4442,2150.0,713,13.4,17.7,131.6,1277,4697,9.48,43.0,349,872.0,1.0,10.917,857.0
323,신길7동,영등포구,10445,2507.0,2601,1095.0,330,18.5,13.4,72.7,533,2676,14.07,39.1,108,301.0,4.0,10.334000000000001,345.0
324,대림1동,영등포구,12727,2357.0,2650,1672.0,688,10.5,18.4,175.8,1128,4251,9.57,46.2,466,440.0,4.0,9.75,755.0
325,대림2동,영등포구,12272,2087.0,2502,1671.0,667,9.8,14.3,146.1,1390,4513,15.76,47.3,422,400.0,1.0,8.167,718.0
326,대림3동,영등포구,21413,4017.0,5618,2651.0,774,12.3,14.7,119.4,2807,11203,10.01,44.0,571,848.0,7.0,12.667,1138.0
327,후암동,용산구,15434,2869.0,4074,1176.0,785,14.2,19.9,140.9,840,5493,11.9,42.5,678,642.0,1.0,10.334000000000001,840.0
328,용산2가동,용산구,9897,2013.0,2438,823.0,493,11.1,20.1,180.7,574,2075,14.11,41.7,413,272.0,1.0,10.25,491.0
329,남영동,용산구,7541,1407.0,1559,584.0,701,6.4,20.8,323.7,1673,18172,11.18,48.1,1104,131.0,9.0,9.417,577.0
330,청파동,용산구,17496,2998.0,4356,1518.0,786,10.0,17.8,178.7,1915,9433,11.7,40.7,651,622.0,4.0,10.5,830.0
331,원효로1동,용산구,11103,2369.0,3034,945.0,389,15.9,15.2,95.5,1843,10407,10.96,38.8,222,304.0,3.0,9.0,454.0
332,원효로2동,용산구,12062,2809.0,3125,1060.0,442,18.0,19.1,106.3,1190,7045,11.76,41.9,322,342.0,5.0,9.999,522.0
333,효창동,용산구,7757,1716.0,2104,756.0,247,15.0,19.2,128.2,469,2300,11.3,41.5,138,366.0,1.0,10.667,325.0
334,용문동,용산구,10283,2217.0,2889,978.0,345,16.3,19.2,117.7,682,1568,13.93,41.7,246,346.0,4.0,8.75,451.0
335,한강로동,용산구,12601,3092.0,2638,764.0,715,13.2,22.7,171.1,4892,31880,10.53,44.0,269,490.0,20.0,9.083,499.0
336,이촌1동,용산구,21279,6288.0,4984,1603.0,645,25.1,20.0,79.7,823,3825,11.06,41.4,37,375.0,12.0,11.083,543.0
337,이촌2동,용산구,7749,2193.0,1884,650.0,353,14.6,23.8,163.2,340,821,9.12,44.4,94,202.0,4.0,12.083,357.0
338,이태원1동,용산구,6837,1517.0,1365,379.0,327,10.1,21.6,213.0,1714,8286,13.94,43.4,157,228.0,7.0,7.8329999999999975,246.0
339,이태원2동,용산구,8326,1833.0,1911,496.0,409,12.3,22.3,181.4,733,3216,14.32,42.1,168,147.0,1.0,7.75,344.0
340,한남동,용산구,18068,3353.0,3412,1090.0,793,12.4,18.4,147.6,2055,16649,15.09,41.7,441,344.0,12.0,7.999,666.0
341,서빙고동,용산구,10439,3298.0,2017,763.0,428,17.8,19.0,107.1,415,5077,10.84,42.5,173,238.0,2.0,11.25,393.0
342,보광동,용산구,13984,2916.0,2910,1027.0,662,9.8,19.8,201.9,836,2786,15.31,43.7,599,314.0,2.0,10.083,651.0
343,녹번동,은평구,26622,5562.0,6937,0.0,1419,13.9,21.1,151.5,1900,9821,11.42,43.3,888,1225.0,2.0,10.417,1407.0
344,응암1동,은평구,24036,4777.0,6601,0.0,868,17.2,19.0,110.4,1680,7696,10.89,41.2,689,1053.0,7.0,10.334000000000001,1189.0
345,응암2동,은평구,17017,3399.0,4564,0.0,664,20.8,18.0,86.8,610,1823,9.34,40.9,681,861.0,4.0,12.0,726.0
346,응암3동,은평구,22634,4556.0,5546,0.0,1363,12.1,24.0,198.6,1815,4965,12.95,45.1,1252,750.0,4.0,10.167,1277.0
347,증산동,은평구,16078,3543.0,4502,0.0,644,14.3,20.5,143.9,1130,4192,8.58,43.7,502,578.0,4.0,11.5,798.0
348,수색동,은평구,13479,3246.0,3535,0.0,721,12.4,23.0,185.7,727,2695,7.84,46.1,682,166.0,3.0,13.917,871.0
349,신사1동,은평구,22968,4638.0,6576,0.0,756,14.8,18.3,123.6,1290,3909,9.15,41.9,704,920.0,2.0,12.083,1133.0
350,신사2동,은평구,17352,3576.0,4763,0.0,701,15.1,18.4,121.7,1639,3686,4.76,42.8,765,650.0,4.0,20.916999999999998,918.0
351,역촌동,은평구,39750,7264.0,10441,0.0,1477,15.6,18.0,115.7,2523,7933,12.01,41.4,1506,1549.0,4.0,10.083,2087.0
352,갈현2동,은평구,23997,0.0,4480,3395.0,881,14.5,17.4,120.0,1594,6148,12.92,41.2,1002,882.0,3.0,10.167,1196.0
353,구산동,은평구,27086,0.0,4668,3907.0,948,15.4,20.1,130.1,1209,5252,7.78,43.4,962,924.0,4.0,13.25,2280.0
354,갈현1동,은평구,21045,0.0,3954,3075.0,993,12.4,19.4,156.8,1419,4944,12.9,43.3,1293,795.0,3.0,9.25,1115.0
355,진관동,은평구,38907,0.0,9906,6155.0,903,26.6,16.5,62.2,1539,8504,26.58,40.4,716,1801.0,6.0,8.167,1855.0
356,불광1동,은평구,34283,0.0,7103,5529.0,1576,15.9,20.4,128.1,1640,6326,11.28,42.5,1064,1163.0,5.0,10.75,1597.0
357,불광2동,은평구,24341,0.0,4203,3835.0,1392,11.6,22.1,191.3,1347,4290,11.88,44.8,1405,646.0,2.0,11.833,1451.0
358,대조동,은평구,27185,0.0,4909,4107.0,1322,12.4,19.7,158.4,2553,8019,14.57,41.8,1222,1039.0,5.0,9.25,1452.0
359,청운효자동,종로구,10745,2852.0,3760,370.0,429,17.3,20.4,118.0,1009,6415,13.78,41.4,188,695.0,4.0,9.917,526.0
360,사직동,종로구,8199,2486.0,2383,263.0,383,16.5,24.0,144.8,3489,53850,12.12,43.7,102,818.0,21.0,10.417,315.0
361,삼청동,종로구,2442,680.0,707,85.0,156,12.7,28.2,221.3,751,4823,17.31,46.7,50,32.0,5.0,8.0,126.0
362,부암동,종로구,8449,2175.0,2806,252.0,319,13.4,21.0,156.6,575,3690,14.61,43.5,140,145.0,2.0,10.25,334.0
363,평창동,종로구,15372,4619.0,4571,387.0,615,14.8,20.5,138.7,708,2990,13.7,44.0,124,195.0,5.0,10.25,573.0
364,무악동,종로구,6431,1840.0,2241,248.0,205,20.3,19.8,97.9,573,1472,5.58,42.9,129,250.0,1.0,11.999,300.0
365,교남동,종로구,3866,852.0,1166,117.0,253,12.6,25.9,206.0,302,3612,9.93,45.5,136,202.0,1.0,13.083,247.0
366,가회동,종로구,4100,1107.0,1359,172.0,196,12.8,25.4,198.6,770,14215,12.47,44.8,47,227.0,3.0,8.75,182.0
367,종로1.2.3.4가동,종로구,7088,1590.0,1672,177.0,1089,7.7,28.3,368.0,15970,110743,9.62,50.1,563,453.0,54.0,11.25,392.0
368,종로5·6가동,종로구,4982,1106.0,1374,157.0,415,6.7,24.8,369.2,7691,23392,9.36,47.4,228,286.0,11.0,9.5,838.0
369,이화동,종로구,7471,1476.0,2663,292.0,305,9.6,18.0,187.4,1248,16032,13.94,38.8,184,274.0,7.0,8.75,318.0
370,혜화동,종로구,14785,3458.0,5514,559.0,612,10.1,15.5,154.2,1736,9026,14.34,33.2,218,352.0,5.0,8.667,572.0
371,창신1동,종로구,5067,1036.0,1511,165.0,414,7.9,21.6,273.9,2273,6340,11.75,48.7,332,180.0,5.0,9.833,300.0
372,창신2동,종로구,8385,1525.0,2830,300.0,428,8.8,18.6,212.8,872,2429,13.19,46.9,380,394.0,1.0,9.5,517.0
