기간	자치구	동	합계	합계	합계	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	목적세	목적세	목적세	목적세	목적세	과년도수입	과년도수입	비고
기간	자치구	동	합계	시세	구세	시세	시세	시세	시세	시세	시세	시세	시세	시세	구세	구세	구세	시세	시세	시세	시세	구세	시세	구세	비고
기간	자치구	동	합계	시세	구세	취득세	등록세	레저세	주민세	자동차세	주행세	담배소비세	도축세	특별시분 재산세	재산세	종합토지세	면허세	도시계획세	공동시설세	지역개발세	지방교육세	사업소세	시세	구세	비고
2008	관악구	조원동	11,368	8,774	2,594	1,428	2,206	-	1,148	690	-	-	-	747	2,449	-	46	1,123	232	-	1,033	30	167	69	-
2008	관악구	대학동	13,568	11,158	2,410	2,585	2,811	-	1,212	770	-	-	-	705	2,307	-	40	1,223	379	-	1,290	40	183	23	-
2008	관악구	은천동	16,294	13,135	3,159	3,078	3,508	-	592	1,494	-	-	-	936	3,068	-	39	1,530	289	2	1,416	2	290	50	-
2008	관악구	성현동	13,369	10,504	2,865	2,012	2,509	-	471	1,648	-	-	-	848	2,778	-	21	1,391	203	1	1,215	39	206	27	-
2008	관악구	청룡동	21,417	17,411	4,006	4,132	4,112	390	2,205	987	-	-	-	1,091	3,577	-	55	1,618	397	1	2,036	327	442	47	-
2008	관악구	난곡동	7,534	6,411	1,123	1,122	1,314	-	1,162	832	-	-	-	314	1,028	-	20	707	81	-	727	57	152	18	-
2008	관악구	삼성동	7,753	6,393	1,360	1,186	1,159	-	849	1,029	-	-	-	402	1,319	-	24	777	112	-	727	-	152	17	-
2008	관악구	미성동	13,976	11,162	2,814	1,632	1,928	1,803	540	1,344	-	-	-	836	2,739	-	36	1,408	220	-	1,242	13	209	26	-
2008	서초구	소계	1,017,653	859,194	158,459	146,945	123,576	-	286,327	49,441	-	-	-	75,043	136,211	-1,976	1,241	84,692	12,047	44	72,615	21,410	8,464	1,573	-
2008	서초구	서초1동	86,761	74,639	12,122	7,265	8,864	-	21,888	14,503	-	-	-	5,662	10,305	1	109	6,076	955	1	8,491	1,562	934	144	-
2008	서초구	서초2동	134,924	117,065	17,859	50,321	7,569	-	30,881	3,856	-	-	-	7,514	13,712	-	115	8,257	1,750	13	6,269	3,916	635	117	-
2008	서초구	서초3동	147,288	127,639	19,649	16,396	21,407	-	55,566	3,263	-	-	-	9,336	16,919	-1,036	192	9,844	2,089	3	9,143	3,373	592	201	-
2008	서초구	서초4동	118,482	99,050	19,432	17,650	18,881	-	28,090	2,887	-	-	-	9,737	17,777	-	85	9,553	1,095	1	9,001	1,436	2,157	134	-
2008	서초구	잠원동	68,733	57,690	11,043	8,497	9,181	-	18,736	3,613	-	-	-	5,407	9,830	-113	78	5,863	560	1	5,292	1,083	539	164	-
2008	서초구	반포본동	24,555	18,401	6,154	1,699	2,056	-	4,363	1,073	-	-	-	3,344	6,088	-	16	3,345	68	-	2,341	20	111	31	-
2008	서초구	반포1동	33,046	26,923	6,123	4,735	4,936	-	4,433	1,619	-	-	-	3,206	5,765	1	44	4,494	257	1	2,892	247	351	68	-
2008	서초구	반포2동	21,502	16,105	5,398	1,869	2,035	-	2,387	1,067	-	-	-	2,925	5,285	-2	9	3,541	60	1	2,118	85	102	19	-
2008	서초구	반포3동	30,484	23,811	6,673	2,413	2,929	-	5,578	1,766	-	-	-	3,590	6,334	-	19	4,329	234	1	2,799	272	173	48	-
2008	서초구	반포4동	51,129	43,614	7,515	4,965	6,561	-	17,057	1,796	-	-	-	3,753	6,658	-823	66	4,795	947	3	3,360	1,487	376	126	-
2008	서초구	방배본동	39,569	32,215	7,353	3,127	5,078	-	11,065	1,599	-	-	-	3,758	6,857	1	40	3,743	369	2	3,217	348	257	109	-
2008	서초구	방배1동	25,679	22,011	3,668	3,034	4,064	-	6,095	2,015	-	-	-	1,856	3,387	-	47	2,207	305	1	2,165	211	270	23	-
2008	서초구	방배2동	30,311	26,639	3,672	4,478	4,405	-	9,533	1,556	-	-	-	1,652	2,990	-16	58	2,314	338	-	2,041	589	322	51	-
2008	서초구	방배3동	37,979	31,222	6,758	4,467	5,018	-	9,447	1,979	-	-	-	3,245	5,916	-	36	3,413	318	-	3,061	709	273	98	-
2008	서초구	방배4동	41,242	35,422	5,820	4,571	6,007	-	12,340	1,831	-	-	-	2,998	5,466	1	62	3,851	468	-	3,068	234	286	59	-
2008	서초구	양재1동	57,765	49,440	8,325	5,909	6,879	-	22,495	2,696	-	-	-	3,128	5,713	14	105	3,747	709	8	3,434	2,407	436	86	-
2008	서초구	양재2동	57,026	48,238	8,788	3,763	6,234	-	23,701	1,871	-	-	-	3,006	5,519	-	143	4,602	1,421	6	3,075	3,056	558	71	-
2008	서초구	내곡동	11,178	9,071	2,107	1,786	1,473	-	2,673	450	-	-	-	926	1,689	-	17	719	102	2	850	377	90	24	-
2008	강남구	소계	1,928,717	1,650,226	278,491	185,885	254,729	17,498	674,792	65,634	-	-	-	131,358	220,730	-1,071	2,037	149,986	22,694	30	136,867	52,711	10,753	4,084	-
2008	강남구	신사동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	125	…	842	1	…	…	…	285	-
2008	강남구	논현1동	…	…	…	…	…	3,083	…	…	-	-	-	…	…	…	158	…	1,209	1	…	…	…	391	-
2008	강남구	논현2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	146	…	1,599	1	…	…	…	199	-
2008	강남구	압구정1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	48	…	569	1	…	…	…	165	-
2008	강남구	압구정2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	51	…	576	1	…	…	…	138	-
2008	강남구	청담1동	…	…	…	…	…	9,137	…	…	-	-	-	…	…	…	67	…	691	2	…	…	…	266	-
2008	강남구	청담2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	51	…	767	1	…	…	…	162	-
2008	강남구	삼성1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	159	…	2,411	6	…	…	…	87	-
2008	강남구	삼성2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	89	…	1,117	1	…	…	…	217	-
2008	강남구	대치1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	63	…	386	-	…	…	…	99	-
2008	강남구	대치2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	18	…	178	-	…	…	…	62	-
2008	강남구	대치3동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	81	…	1,225	2	…	…	…	116	-
2008	강남구	대치4동	…	…	…	…	…	5,279	…	…	-	-	-	…	…	…	98	…	1,351	1	…	…	…	183	-
2008	강남구	역삼1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	447	…	4,905	4	…	…	…	793	-
2008	강남구	역삼2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	100	…	1,483	2	…	…	…	187	-
2008	강남구	도곡1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	55	…	558	1	…	…	…	235	-
2008	강남구	도곡2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	58	…	1,226	-	…	…	…	146	-
2008	강남구	개포1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	18	…	52	-	…	…	…	75	-
2008	강남구	개포2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	12	…	49	-	…	…	…	43	-
2008	강남구	개포3동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	9	…	65	-	…	…	…	16	-
2008	강남구	개포4동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	70	…	341	-	…	…	…	72	-
2008	강남구	일원본동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	17	…	352	-	…	…	…	36	-
2008	강남구	일원1동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	22	…	99	-	…	…	…	10	-
2008	강남구	일원2동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	14	…	223	-	…	…	…	28	-
2008	강남구	수서동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	43	…	393	-	…	…	…	25	-
2008	강남구	세곡동	…	…	…	…	…	-	…	…	-	-	-	…	…	…	14	…	26	4	…	…	…	47	-
2008	송파구	소계	812,341	678,310	134,031	150,666	130,326	7,909	119,154	39,024	-	-	3,923	64,046	120,295	-34	1,172	77,204	8,615	34	70,818	11,294	6,591	1,304	동별종합토지세재산세에포함시재산세합계포함
2008	송파구	풍납1동	7,264	6,337	927	933	1,286	-	924	965	-	-	-	…	834	…	25	838	89	-	1,119	48	183	20	-
2008	송파구	풍납2동	21,524	16,520	5,005	2,251	2,416	-	5,218	1,519	-	-	-	…	2,852	…	28	2,213	609	3	2,067	2,089	224	36	-
2008	송파구	거여1동	7,255	6,186	1,070	914	1,334	-	815	874	-	-	-	…	970	…	26	823	113	-	1,139	64	174	10	-
2008	송파구	거여2동	10,628	8,907	1,721	1,427	1,963	-	1,083	1,142	-	-	-	…	1,612	…	22	1,352	170	1	1,526	52	243	35	-
2008	송파구	마천1동	6,479	4,906	1,573	498	795	-	333	723	-	-	-	…	1,513	…	26	1,045	82	1	1,132	22	297	12	-
2008	송파구	마천2동	8,623	7,334	1,289	1,323	1,655	-	940	764	-	-	-	…	1,211	…	21	1,056	139	-	1,238	29	219	28	-
2008	송파구	방이1동	23,061	19,588	3,472	1,509	2,348	2,965	5,024	1,725	-	-	-	…	3,194	…	62	2,093	268	1	3,393	189	262	27	-
2008	송파구	방이2동	41,218	35,174	6,044	5,447	6,162	4,944	8,021	1,229	-	-	-	…	4,793	…	68	3,041	721	1	5,256	972	352	211	-
2008	송파구	오륜동	34,423	24,494	9,928	2,368	3,213	-	7,591	1,886	-	-	-	…	9,555	…	12	4,917	214	1	4,141	305	163	56	-
2008	송파구	오금동	32,201	26,480	5,721	4,787	5,230	-	6,175	2,441	-	-	-	…	5,084	…	78	3,363	455	1	3,528	488	500	71	-
2008	송파구	송파1동	21,857	18,521	3,336	2,758	3,822	-	4,971	1,652	-	-	-	…	3,019	…	81	2,227	323	1	2,446	194	321	42	-
2008	송파구	송파2동	18,794	15,063	3,731	1,951	2,861	-	4,024	1,397	-	-	-	…	3,500	…	19	2,186	176	-	2,288	171	180	41	-
2008	송파구	석촌동	24,320	20,067	4,252	2,966	4,078	-	4,732	1,754	-	-	-	…	3,904	…	84	2,898	452	4	2,776	210	407	54	-
2008	송파구	삼전동	17,778	15,365	2,414	3,112	3,528	-	2,418	1,588	-	-	-	…	2,144	…	69	1,940	290	1	2,131	117	357	84	-
2008	송파구	가락본동	37,340	30,770	6,570	4,488	6,491	-	9,399	1,956	-	-	-	…	5,206	…	99	3,585	821	1	3,683	1,200	346	65	-
2008	송파구	가락1동	20,714	17,805	2,909	1,932	3,094	-	3,262	1,355	-	-	3,600	…	2,537	…	85	2,104	34	7	2,099	249	318	38	-
2008	송파구	가락2동	26,982	22,321	4,661	3,516	4,923	-	4,458	2,267	-	-	324	…	4,232	…	42	2,964	376	-	3,174	312	319	75	-
2008	송파구	문정1동	20,580	16,141	4,439	2,177	2,754	-	3,980	1,768	-	-	-	…	3,983	…	49	2,368	294	-	2,517	378	283	29	-
2008	송파구	문정2동	25,059	18,019	7,041	1,837	2,416	-	5,280	1,577	-	-	-	…	6,797	…	17	3,425	213	-	3,141	175	130	52	-
2008	송파구	장지동	26,158	24,175	1,983	10,618	6,124	-	2,131	1,284	-	-	-	…	1,460	…	38	1,256	196	1	2,365	465	200	20	-
2008	송파구	잠실본동	26,925	21,710	5,215	3,219	4,164	-	5,851	1,497	-	-	-	…	4,585	…	93	3,159	554	1	2,905	516	360	21	-
2008	송파구	잠실4동	58,401	53,831	4,570	28,126	17,276	-	1,715	1,083	-	-	-	…	4,471	…	10	3,606	33	-	1,870	6	122	83	-
2008	송파구	잠실6동	54,995	42,044	12,951	8,005	8,098	-	15,620	1,486	-	-	-	…	10,820	…	61	6,021	822	1	1,831	1,996	160	74	-
2008	송파구	잠실7동	20,582	14,692	5,890	1,034	1,554	-	5,463	1,105	-	-	-	…	5,532	…	7	2,907	66	-	2,479	326	84	25	-
2008	송파구	잠실2동	87,284	83,493	3,791	46,359	24,613	-	1,934	982	-	-	-	…	3,690	…	18	3,694	-	1	5,768	83	142	-	-
2008	송파구	잠실3동	67,851	44,322	23,529	7,110	8,130	-	7,792	3,005	-	-	-	…	22,763	…	32	12,123	1,105	7	4,805	639	245	95	-
2008	강동구	소계	348,386	286,105	62,281	56,387	64,067	9,889	36,566	21,784	-	-	-	22,830	58,405	-9	700	31,962	4,198	23	34,115	2,343	4,284	842	-
2008	강동구	강일동	2,251	1,526	725	334	279	-	259	71	-	-	-	244	624	-	9	122	3	3	185	86	26	6	-
2008	강동구	상일동	18,938	14,605	4,333	2,094	2,693	-	2,203	1,563	-	-	-	1,662	4,251	-	29	2,382	99	4	1,706	28	199	25	-
2008	강동구	명일1동	19,032	15,450	3,582	2,787	3,573	-	1,674	1,751	-	-	-	1,361	3,482	-	41	2,103	218	1	1,771	29	211	30	-
2008	강동구	명일2동	19,162	14,345	4,817	2,116	2,813	-	2,136	1,169	-	-	-	1,820	4,655	-	28	2,180	272	3	1,721	105	115	29	-
2008	강동구	고덕1동	10,200	8,120	2,080	1,181	1,578	-	891	1,137	-	-	-	786	2,012	-	37	1,362	56	-	954	-	175	31	-
2008	강동구	고덕2동	8,718	6,935	1,783	1,317	1,520	-	684	673	-	-	-	678	1,733	-	18	1,107	47	1	770	17	138	15	-
2008	강동구	암사2동	11,310	8,975	2,335	1,450	1,883	-	1,601	803	-	-	-	854	2,186	-	19	1,122	151	1	975	105	135	25	-
2008	강동구	암사3동	28,004	25,696	2,308	13,262	6,977	-	695	595	-	-	-	870	2,225	-	8	1,351	62	-	1,795	24	89	51	-
2008	강동구	천호1동	14,735	12,859	1,876	3,395	3,155	-	1,052	1,530	-	-	-	692	1,771	-	40	1,205	171	1	1,288	33	370	32	-
2008	강동구	천호3동	14,595	11,891	2,704	2,518	3,034	-	1,126	878	-	-	-	974	2,492	-	42	1,498	306	-	1,259	102	298	68	-
2008	강동구	성내1동	22,152	18,628	3,524	3,307	2,924	-	5,516	1,787	-	-	-	1,187	3,036	-2	69	1,683	340	1	1,515	345	368	76	-
2008	강동구	성내2동	17,345	14,740	2,605	1,962	5,367	-	2,008	823	-	-	-	971	2,485	-	40	1,522	270	1	1,589	59	227	21	-
2008	강동구	성내3동	20,419	16,613	3,806	3,270	3,905	-	3,066	925	-	-	-	1,354	3,464	-2	57	1,896	336	1	1,597	259	263	28	-
2008	강동구	둔촌1동	21,188	15,714	5,474	1,905	3,648	-	1,395	1,545	-	-	-	2,101	5,376	-	13	2,829	57	1	2,098	52	135	33	-
2008	강동구	둔촌2동	17,292	14,476	2,816	2,533	3,682	-	2,543	1,184	-	-	-	1,003	2,566	-	36	1,593	233	3	1,455	164	247	50	-
2008	강동구	암사1동	17,438	14,047	3,391	2,069	3,779	-	1,296	1,623	-	-	-	1,265	3,236	-	46	1,747	232	-	1,709	70	327	39	-
2008	강동구	천호2동	44,382	38,112	6,270	3,823	4,648	9,889	4,106	1,131	-	-	-	2,270	5,807	-5	67	2,976	686	1	8,191	324	391	77	-
2008	강동구	길동	41,225	33,373	7,852	7,064	8,609	-	4,315	2,596	-	-	-	2,738	7,004	-	101	3,284	659	1	3,537	541	570	206	-
